t_vec,mach,alt,q_conv,q_net,T_recovery,T_wall:x=0.0000,T_wall:x=0.0010,T_wall:x=0.0020,T_wall:x=0.0030,T_wall:x=0.0040,T_wall:x=0.0050,T_wall:x=0.0060,T_wall:x=0.0070,T_wall:x=0.0080,T_wall:x=0.0090,T_wall:x=0.0100
18.64,1.2274505749999998,40027.657960000004,413.3871930710819,413.2321889919405,322.3094578275058,290.0350192462994,290.0323810285688,290.0295913297228,290.0266631568731,290.0236101744509,290.02044664156796,290.01718734566975,290.0138475330853,290.01044283685945,290.0069892022354,290.00350281026454
18.645,1.227063075,40033.58862,412.72247193661235,412.5677181069345,322.2896326751344,290.0349627189928,290.0323287440403,290.0295435346694,290.02662007817224,290.0235720173598,290.0204135884439,290.01715955489885,290.01382513814457,290.0104259455059,290.0069778958595,290.00349714340143
18.650000000000002,1.2266755749999998,40039.51862,412.05856496698635,411.90406098336496,322.26979999845315,290.0349062827764,290.0322765446606,290.02949581792404,290.02657707031705,290.0235339232103,290.02038058998767,290.01713181019824,290.01380278039676,290.01040908224473,290.0069666083067,290.00349148597843
18.655,1.2262885419999998,40045.44862,411.39628116359984,411.2420266242615,322.2500113028924,290.03484993728125,290.0322244301193,290.0294481792721,290.02653413315505,290.02349589187486,290.0203476460875,290.0171041114714,290.01378045976486,290.01039224701765,290.00695533953774,290.00348583797586
18.66,1.225901542,40051.378619999996,410.73486548870073,410.5808599860136,322.23022085083676,290.0347936838309,290.0321724001188,290.0294006184874,290.02649126652096,290.0234579232226,290.0203147566315,290.01707645862314,290.0137581761715,290.01037543976656,290.0069440895136,290.003480199374
18.665,1.225514542,40057.30395,410.0742529145603,409.9204960444204,322.21040862326424,290.03473752162864,290.03212045494575,290.02935313534016,290.0264484702403,290.02342001711753,290.0202819215069,290.01704885155874,290.01373592953996,290.01035866043327,290.0069328581952,290.0034745701533
18.67,1.2251275419999998,40063.228950000004,409.4144481895987,409.2609395503689,322.1905899496393,290.0346814501174,290.03206859433465,290.02930572979795,290.0264057441329,290.0233821734182,290.0202491405992,290.0170212901835,290.0137137197936,290.0103419089598,290.00692164554385,290.00346895029423
18.675,1.224741009,40069.15395,408.75625666064144,408.6029958526624,322.1708151790597,290.0346254688505,290.0320168179997,290.02925840169684,290.0263630880828,290.02334439197926,290.0202164137915,290.01699377440207,290.01369154685597,290.0103251852883,290.0069104515206,290.00346333977745
18.68,1.224354509,40075.07895,408.098926346882,407.94591296485805,322.15103856255604,290.03456957910134,290.0319651256417,290.02921115084746,290.0263205019474,290.02330667267523,290.0201837409644,290.01696630411817,290.0136694106506,290.01030848936114,290.00689927608676,290.0034577385834
18.685,1.2239680090000002,40080.99461,407.4423850170945,407.28961865937697,322.13122357964437,290.03451378004627,290.0319135175422,290.0291639770386,290.0262779855739,290.02326901537685,290.0201511220044,290.0169388792344,290.0136473111006,290.01029182112063,290.00688811920384,290.0034521466928
18.69,1.223581509,40086.90961,406.78664413494835,406.6341244025074,322.11140089858065,290.03445807109387,290.0318619934311,290.0291168802494,290.0262355387975,290.02323141995214,290.02011855679814,290.0169114996549,290.01362524812873,290.01027518050915,290.0068769808332,290.00344656408623
18.695,1.2231954760000001,40092.82461,406.1325063329905,405.9802328288193,322.0916220473027,290.03440245178734,290.0318105530135,290.02906986032315,290.0261931615143,290.02319388626427,290.0200860452319,290.0168841652841,290.013603221658,290.0102585674689,290.00686586093644,290.00344099074454
18.7,1.2228094760000001,40098.73961,405.4792226672461,405.3271949887699,322.07184126504103,290.03434692338453,290.03175919598624,290.02902291707375,290.0261508535909,290.0231564141957,290.02005358719026,290.01685687602674,290.0135812316117,290.010241981942,290.00685475947495,290.00343542664837
18.705000000000002,1.222423476,40104.64994,404.82672775729327,404.674945505607,322.0520385478876,290.0342914850567,290.03170792262546,290.0289760502929,290.0261086148811,290.0231190036242,290.02002118256394,290.0168296317869,290.0135592779131,290.0102254238708,290.0068436764102,290.0034298717785
18.71,1.222037476,40110.55994,404.1750271511255,404.02348992990346,322.0322292091348,290.03423613622135,290.0316567326587,290.0289292599609,290.0260664452256,290.0230816544237,290.01998883124384,290.0168024324707,290.01353736048554,290.0102088931977,290.0068326117037,290.00342432611563
18.715,1.2216514760000001,40116.469939999995,403.5241202140659,403.3728276290378,322.0124143892253,290.0341808764143,290.03160562579365,290.0288825459226,290.02602434452467,290.02304436646256,290.0199565331203,290.0167752779849,290.013515479253,290.01019238986515,290.00682156531707,290.00341878964053
18.72,1.2212654760000001,40122.37993999999,402.8740057934828,402.7229574521767,321.99259406241544,290.0341257052296,290.03155460172616,290.0288359079948,290.0259823126486,290.0230071396277,290.01992428808177,290.0167481682366,290.0134936341399,290.0101759138157,290.0068105372118,290.003413262334
18.725,1.220879943,40128.28527,402.22547287528636,402.0746683868833,321.9728009511328,290.0340706222939,290.0315036601586,290.02878934597084,290.0259403494548,290.0229699738008,290.01989209602243,290.0167211031324,290.0134718250708,290.0101594649923,290.0067995273496,290.0034077441768
18.73,1.220494443,40134.19027000001,401.577784115244,401.4272230832437,321.9530046069992,290.0340156288907,290.03145280079855,290.0287428596348,290.02589845478707,290.0229328688596,290.0198599568366,290.01669408258084,290.01345005197055,290.01014304333796,290.0067885356922,290.0034022351497
18.735,1.220108943,40140.0906,400.9308744181273,400.78055644950274,321.9331862028147,290.0339607242356,290.03140202392404,290.02869644876506,290.0258566284802,290.0228958246757,290.0198278704178,290.01666710649124,290.0134283147646,290.01012664879596,290.0067775622015,290.0033967352336
18.740000000000002,1.219723443,40145.9906,400.284749920054,400.1346746242232,321.9133610397098,290.0339059077765,290.0313513292739,290.0286501133318,290.02581487036224,290.02285884111564,290.01979583665735,290.0166401747729,290.013406613379,290.0101102813098,290.00676660683945,290.0033912444094
18.745,1.219337943,40151.88593,399.63940178077485,399.4895687691006,321.8935137735943,290.0338511790742,290.0313007165664,290.02860385317643,290.02577318032365,290.0228219180412,290.0197638554442,290.01661328733474,290.01338494774,290.0100939408233,290.0067556695683,290.00338576265807
18.75,1.2189524430000003,40157.78092999999,398.99483305384626,398.8452419394758,321.87365610868926,290.0337965377258,290.03125018550793,290.0285576681147,290.025731558228,290.02278505533343,290.01973192666486,290.0165864440848,290.01336331777395,290.0100776272806,290.0067447503503,290.0033802899607
18.755,1.2185674100000001,40163.67593,398.3518415473575,398.20249194502827,321.85384552897193,290.0337419833722,290.03119973580493,290.02851155794104,290.0256900039284,290.0227482528693,290.01970005021144,290.01655964493006,290.01334172340705,290.010061340626,290.0067338491481,290.0033748262984
18.76,1.2181824099999998,40169.57093,397.70968542235624,397.5605769409956,321.8340327447639,290.033687517326,290.0311493671716,290.02846552243994,290.02564851726595,290.02271151052264,290.01966822597586,290.0165328897789,290.0133201645651,290.0100450808038,290.0067229659241,290.00336937165235
18.765,1.21779741,40175.45659,397.06829011031857,396.9194223622737,321.81418129953886,290.0336331388148,290.0310990798981,290.0284195613911,290.0256070980735,290.0226748281624,290.01963645384956,290.01650617854,290.01329864117423,290.01002884775824,290.0067121006412,290.0033639260039
18.77,1.2174124100000001,40181.34159,396.4276701748307,396.2790427749275,321.79432179738177,290.03357884727893,290.03104887373166,290.0283736747687,290.025565746178,290.0226382056527,290.01960473372213,290.01647951112227,290.01327715316086,290.01001264143366,290.0067012532621,290.0033584893343
18.775000000000002,1.2170278769999998,40187.226590000006,395.7886157535977,395.6402283185387,321.774505817055,290.0335246422946,290.0309987483918,290.0283278624179,290.02552446147007,290.02260164285366,290.01957306548104,290.0164528874339,290.0132557004515,290.0099964617747,290.00669042374966,290.003353061625
18.78,1.2166433769999998,40193.11159,395.1503898435567,395.00224198447194,321.7546875459024,290.03347052512066,290.0309487035921,290.02828212415596,290.0254832438141,290.0225651396454,290.01954144901146,290.01642630738223,290.01323428297263,290.00998030872586,290.00667961206676,290.0033476428573
18.785,1.216258877,40198.996589999995,394.5129354443659,394.36502677591824,321.73486347595565,290.0334164949593,290.0308987396152,290.0282364597808,290.0254420930637,290.02252869590427,290.01950988420447,290.01639977087365,290.0132129006504,290.00996418223184,290.0066688181764,290.00334223301275
18.79,1.215874377,40204.88159,393.87625143762796,393.72858157688313,321.7150335809734,290.0333625512678,290.0308488562036,290.0281908692769,290.025401009061,290.022492311504,290.0194783709514,290.01637327781594,290.01319155341037,290.0099480822373,290.0066580420416,290.00333683207276
18.795,1.2154898769999998,40210.75725,393.24031816794286,393.09288673394445,321.695164910502,290.0333086935997,290.0307990530847,290.0281453524959,290.0253599917082,290.0224559863133,290.0194469091431,290.0163468281175,290.0131702411787,290.0099320086866,290.00664728362534,290.0033314400189
18.8,1.2151053769999998,40216.63225,392.6051505907717,392.45795720445443,321.67528784325094,290.03325492152777,290.03074932996896,290.02809990926426,290.02531904087857,290.0224197202202,290.0194154986689,290.01632042168666,290.01314896388163,290.0099159615242,290.0066365428907,290.0033260568326
18.805,1.2147217022977024,40222.50176823176,391.97212596887846,391.82517025272153,321.6554725916816,290.03320123470337,290.0306996865592,290.0280545393843,290.02527815643424,290.0223835131081,290.0193841394242,290.0162940584314,290.0131277214456,290.00989994069477,290.0066258198006,290.0033206824953
18.81,1.214338085914086,40228.3708991009,391.3399608105931,391.1932423759398,321.6356562091761,290.0331476356421,290.03065012257497,290.02800924264477,290.0252373382241,290.0223473648571,290.0193528313046,290.01626773826183,290.01310651379686,290.00988394614296,290.0066151143181,290.0033153169887
18.815,1.213954112,40234.24084,390.70795822363556,390.5614766867096,321.61579898251705,290.03309412324165,290.03060063872465,290.0279640188313,290.02519658608696,290.022311275342,290.01932157420543,290.01624146108855,290.0130853408625,290.0098679778134,290.0066044264063,290.00330996029413
18.82,1.213570112,40240.11084,390.0766731177057,389.93042810322055,321.59593322700607,290.0330406955845,290.03055123477327,290.02791886806637,290.02515589985575,290.0222752444322,290.0192903680201,290.0162152268226,290.01306420257,290.00985203565114,290.00659375602817,290.0033046123932
18.825,1.2131865780000002,40245.97618,389.4469188156557,389.3009099491662,321.5760942573509,290.03298735248063,290.03050191002836,290.0278737902491,290.0251152794759,290.02223927199276,290.0192592126399,290.0161890353746,290.01304309884716,290.00983611960123,290.006583103147,290.00329927326743
18.830000000000002,1.2128030779999999,40251.84118,388.81797788059623,388.672204781825,321.5562516559303,290.0329340952477,290.0304526641752,290.0278287850904,290.0250747248493,290.0222033579256,290.01922810795367,290.0161628866544,290.0130220296218,290.00982022960915,290.00657246772613,290.0032939428984
18.835,1.2124191119999999,40257.70618,388.18901387970226,388.043476171598,321.53635378470597,290.03288092315705,290.0304034974712,290.02778385235825,290.0250342358116,290.0221675021281,290.0191970538621,290.01613678057083,290.0130009948217,290.0098043656203,290.00656184972894,290.0032886212677
18.84,1.212035112,40263.57118,387.56074951939746,387.4154468342814,321.51644623515284,290.03282783409173,290.03035440966465,290.02773899201304,290.02499381219667,290.0221317044775,290.0191660502675,290.0161107170365,290.0129799943742,290.0097885275804,290.0065512491189,290.0032833083571
18.845,1.211652044,40269.43152,386.93478533971006,386.7897173098132,321.4966146185132,290.0327748280722,290.0303053999331,290.02769420389814,290.0249534538969,290.0220959648446,290.019135097067,290.0160846959654,290.0129590282078,290.00977271543485,290.00654066585963,290.0032780041482
18.85,1.2112690439999998,40275.291520000006,386.30968475931655,386.1648510034237,321.4767828675478,290.032721908136,290.030256467975,290.02764948764406,290.02491316078033,290.0220602831169,290.01910419415464,290.0160587172709,290.01293809625184,290.0097569291295,290.0065300999148,290.00327270862294
18.855,1.210885578,40281.14686,385.68454747196955,385.53994761366505,321.4568793326685,290.0326690731991,290.0302076146177,290.02760484298676,290.0248729326397,290.02202465917736,290.01907334142874,290.01603278086503,290.0129171984359,290.0097411686107,290.0065195512481,290.00326742176304
18.86,1.2105020780000002,40287.00186,385.0601028034488,384.91573647643395,321.43696482961843,290.0326163209763,290.0301588396523,290.02756027005853,290.0248327692794,290.02198909288313,290.0190425387871,290.01600688666133,290.0128963346893,290.00972543382494,290.00650901982357,290.0032621435504
18.865000000000002,1.210119044,40292.8522,384.4371708913293,384.29303772957627,321.41707696627975,290.0325636514065,290.0301101422708,290.0275157687607,290.02479267063507,290.0219535840871,290.01901178611894,290.0159810345732,290.0128755049418,290.00970972471885,290.00649850560524,290.00325687396685
18.87,1.209736044,40298.7022,383.815040750331,383.6711403817203,321.3971852781738,290.032511065866,290.030061522168,290.02747133876153,290.02475263660205,290.02191813268337,290.0189810833092,290.0159552245114,290.01285470912336,290.0096940412393,290.00648800855737,290.0032516129945
18.875,1.20935351,40304.5522,383.1944284150122,383.05076047040745,321.3773365941662,290.032458563681,290.0300129796099,290.02742697981694,290.02471266699683,290.02188273856325,290.018950430255,290.0159294563844,290.01283394716313,290.00967838333327,290.0064775286443,290.00324636061544
18.88,1.20897101,40310.402200000004,382.57461468012656,382.4311787853867,321.3574852366075,290.0324061459822,290.029964514362,290.0273826918797,290.02467276164083,290.0218474015943,290.0189198268553,290.0159037301039,290.01281321898927,290.00966275094765,290.00646706583063,290.0032411168118
18.885,1.2085880439999999,40316.242880000005,381.9547486077515,381.81154439239737,321.33754554575114,290.03235381194247,290.02991612672565,290.02733847479277,290.0246329204167,290.02181212163885,290.0188892730026,290.0158780455829,290.01279252453077,290.00964714402886,290.00645662008077,290.0032358815658
18.89,1.2082050439999998,40322.08288000001,381.33556582795217,381.192592931228,321.3175935464606,290.0323015593656,290.0298678164545,290.02729432857086,290.02459314318645,290.0217768985768,290.0188587685862,290.0158524027328,290.01277186371703,290.00963156252357,290.00644619135915,290.0032306548597
18.895,1.2078229759999999,40327.922880000006,380.71866295116246,380.5759210123257,321.29773373736026,290.03224938824866,290.02981958271937,290.0272502530859,290.0245534298709,290.021741732285,290.0188283134996,290.01582680146356,290.0127512364773,290.0096160063787,290.0064357796302,290.0032254366757
18.900000000000002,1.2074409759999998,40333.76288000001,380.1026082949882,379.96009693996393,321.2778747580264,290.0321973016035,290.02977142521814,290.0272062479848,290.0245137803588,290.0217066226613,290.0187979076364,290.0158012416862,290.01273064274017,290.00960047554094,290.00642538485835,290.00322022699595
18.905,1.20705851,40339.60288,379.4865199569137,379.3442388164571,321.25796011196206,290.0321452983392,290.029723344775,290.0271623130154,290.0244741944586,290.021671569599,290.01876755089756,290.0157757233117,290.0127100824345,290.009584969957,290.0064150070082,290.0032150258028
18.91,1.20667601,40345.442879999995,378.8711107606995,378.7290594755392,321.23803544572854,290.0320933762029,290.0296753411816,290.0271184483181,290.0244346719872,290.0216365729646,290.0187372431849,290.0157502462539,290.01268955548915,290.0095694895736,290.00640464604413,290.0032098330784
18.915,1.2062939760000002,40351.273559999994,378.25717946400175,378.11535767519325,321.2181208632295,290.032041535121,290.0296274136443,290.0270746538012,290.02439521289017,290.02160163261976,290.01870698439217,290.0157248104275,290.01266906183383,290.0095540343373,290.0063943019307,290.0032046488051
18.92,1.2059119759999999,40357.10356,377.6440335624277,377.50244090514576,321.1982010243997,290.03198977642194,290.02957956186026,290.02703092914356,290.0243558170713,290.0215667484662,290.01867677440936,290.0156994157453,290.01264860139906,290.00953860419514,290.0063839746323,290.003199472965
18.925,1.205529976,40362.933560000005,377.0316176562325,376.89025376859945,321.1782746951581,290.0319380994401,290.0295317860834,290.0269872741081,290.024316484356,290.0215319204023,290.0186466131383,290.01567406211825,290.01262817411475,290.0095231990944,290.0063736641134,290.0031943055404
18.93,1.2051479760000001,40368.76356,376.41993067584514,376.27879519803264,321.1583418472545,290.0318865037126,290.0294840860807,290.0269436886486,290.02427721457326,290.0214971483024,290.0186165004828,290.0156487494607,290.01260777991047,290.00950781898234,290.0063633703389,290.00318914651353
18.935,1.2047664420000002,40374.59356,375.8097354409688,375.6688280148571,321.13845176013064,290.0318349888537,290.02943646160435,290.0269001726114,290.0242380076109,290.0214624320354,290.01858643634006,290.0156234776886,290.01258741871646,290.0094924638061,290.0063530932734,290.0031839958668
18.94,1.204384942,40380.42356,375.200321165226,375.0596414272129,321.1185587051627,290.0317835561019,290.0293889123914,290.02685672582476,290.02419886333587,290.0214277714864,290.0185564206041,290.0155982467165,290.01256709046396,290.00947713351314,290.00634283288167,290.0031788535824
18.945,1.204003442,40386.24424,374.59160671754114,374.4511543073402,321.09862633011767,290.0317322047084,290.0293414387287,290.02681334809864,290.024159781608,290.0213931665375,290.01852645317297,290.0155730564574,290.01254679508406,290.00946182805126,290.00633258912853,290.0031737196429
18.95,1.2036219420000003,40392.06424,373.98361316131286,373.8433877211126,321.0786849541792,290.0316809341142,290.0292940403809,290.02677003942483,290.02412076227756,290.0213586170685,290.01849653394424,290.0155479068256,290.0125265325073,290.0094465473683,290.0063223619791,290.00316859403057
18.955000000000002,1.203240442,40397.88424,373.37634119418686,373.23634236796397,321.0587369369255,290.0316297439155,290.0292467170794,290.02672679966804,290.0240818052539,290.0213241229551,290.01846666281523,290.0155227977351,290.0125063026647,290.0094312914122,290.00631215139833,290.00316347672793
18.96,1.202858942,40403.70424,372.7697897562041,372.6300171895106,321.03878224976904,290.0315786337566,290.02919946855496,290.0266836286622,290.0240429104194,290.02128968409215,290.0184368396815,290.01549772910005,290.0124861054871,290.0094160601309,290.00630195735147,290.0031583677175
18.965,1.2024779079999999,40409.51958,372.16470471729707,372.0251580571372,321.01885384628656,290.0315276033096,290.02915229454413,290.0266405262224,290.0240040776439,290.0212553003704,290.01840706444483,290.015472700834,290.01246594090554,290.0094008534723,290.0062917798037,290.0031532669818
18.97,1.202096908,40415.33458,371.5603908480156,371.4210697359235,320.9989211366913,290.0314766538102,290.02910519478826,290.0265974921556,290.0239653067856,290.0212209716772,290.01837733700717,290.01544771285234,290.01244580885094,290.0093856713846,290.00628161872027,290.0031481745035
18.975,1.201715908,40421.14492,370.95677984303234,370.81768392371646,320.9789653356867,290.03142578454157,290.0290581695671,290.0265545262637,290.02392659769515,290.02118669789496,290.01834765727017,290.0154227650713,290.0124257092547,290.00937051381584,290.0062714740666,290.00314309026516
18.98,1.201334908,40426.95492,370.35388223388077,370.2150111543256,320.95900157657235,290.0313749949896,290.02901121865165,290.0265116285304,290.0238879502173,290.0211524789017,290.0183180251338,290.01539785740727,290.0124056420488,290.00935538071434,290.00626134580784,290.00313801424943
18.985,1.200953908,40432.760259999995,369.75168500663955,369.61303841557407,320.939014677148,290.03132428476044,290.0289643417878,290.02646879881803,290.0238493642562,290.0211183145715,290.0182884404961,290.0153729897764,290.0123856071654,290.00934027202857,290.00625123390955,290.003132946439
18.990000000000002,1.2005729079999998,40438.56526,369.1501988653835,369.0117764131865,320.9190197666528,290.0312736534815,290.0289175387134,290.02642603696313,290.02381083969124,290.0210842047971,290.0182589032532,290.015348162094,290.0123656045368,290.00932518770725,290.00624113833726,290.0031278868165
18.995,1.200192374,40444.37026,368.55017873802586,368.4119800764593,320.8990673765941,290.0312231008404,290.02887080916224,290.026383342783,290.02377237639155,290.02105014946784,290.01822941330664,290.0153233742748,290.0123456340952,290.0093101276993,290.0062310590566,290.0031228353648
19.0,1.1998118740000001,40450.175259999996,367.95092209201687,367.8129468672483,320.8791117229275,290.0311726281011,290.0288241528811,290.026340716084,290.0237339742154,290.02101614847027,290.0181999705582,290.01529862623477,290.01232569577235,290.00929509195356,290.0062209960333,290.00311779206663
19.005,1.1994313740000002,40455.9756,367.35235949654634,367.2146073578944,320.85913283699654,290.03112223455184,290.02877757016086,290.02629815666984,290.023695633013,290.0209822016865,290.01817057490945,290.0152739178907,290.0123057895006,290.0092800804189,290.0062109492332,290.0031127569048
19.01,1.1990508739999999,40461.7756,366.7545020071051,366.61697260614324,320.83914584003213,290.0310719196834,290.02873106077817,290.02625566452843,290.0236573526293,290.0209483089942,290.01814122626035,290.01524924915924,290.0122859152126,290.00926509304423,290.0062009186222,290.0031077298623
19.015,1.19867084,40467.57094,366.15808824494485,366.02078123496335,320.81918494995375,290.0310216831082,290.0286846244841,290.0262132395254,290.0236191329701,290.0209144702676,290.01811192450907,290.015224619957,290.0122660728411,290.00925012977876,290.00619090416615,290.00310271092195
19.02,1.19829084,40473.36594,365.5624306586259,365.4253456876617,320.79921950973113,290.0309715260129,290.02863826102123,290.0261708815008,290.02358097391635,290.02088068539996,290.0180826695518,290.0152000301997,290.0122462623189,290.0092351905718,290.006180905831,290.00309770006675
19.025000000000002,1.1979103739999997,40479.16094,364.9667235763643,364.82986029569867,320.77919767942086,290.0309214476648,290.02859197066425,290.026128590275,290.02354287533905,290.0208469542814,290.0180534612905,290.0151754798023,290.0122264835787,290.0092202753727,290.0061709235829,290.0030926972796
19.03,1.1975298739999998,40484.95594,364.3716633986589,364.23502146864905,320.75916521369527,290.03087144601386,290.02854575318344,290.02608636584273,290.02350483709847,290.02081327679946,290.0180242996274,290.0151509686812,290.0122067365527,290.0092053841308,290.006160957388,290.00308770254367
19.035,1.19714984,40490.74628,363.778039356538,363.64161843746456,320.73915877184805,290.0308215210775,290.02849960779815,290.0260442080749,290.0234668591106,290.0207796528374,290.0179951844648,290.0151264967536,290.01218702117365,290.00919051679534,290.0061510072124,290.00308271584186
19.04,1.1967698400000002,40496.53628,363.1851669272699,363.0489666733349,320.7191476689858,290.0307716742289,290.0284535342281,290.026002116633,290.0234289412646,290.0207460822963,290.01796611570336,290.0151020639368,290.0121673373746,290.0091756733157,290.0061410730223,290.00307773715735
19.045,1.1963903059999998,40502.32162,362.59372519542154,362.45774526353796,320.6991625623373,290.03072190485585,290.02840753274364,290.0259600912772,290.02339108337526,290.02071256507304,290.01793709324966,290.0150776701478,290.01214768508885,290.0091608536415,290.00613115478393,290.00307276647317
19.05,1.1960108059999999,40508.106620000006,362.0030311540777,361.86727119630797,320.67917275299243,290.03067221405416,290.0283616031344,290.0259181319627,290.0233532852667,290.0206791010394,290.0179081170106,290.01505331530564,290.01212806424957,290.0091460577224,290.0061212524636,290.0030678037724
19.055,1.195631306,40513.886959999996,361.4130160297976,361.27747570159795,320.6591594798338,290.0306226010573,290.0283157456979,290.02587623854225,290.0233155468248,290.02064569006296,290.0178791868851,290.01502899933007,290.0121084747909,290.00913128550803,290.00611136602754,290.00306284903826
19.06,1.195251806,40519.666959999995,360.82369173903294,360.68837069825736,320.63913784402865,290.0305730653238,290.02826996021105,290.02583441103354,290.02327786791767,290.02061233202835,290.01785030276847,290.01500472213854,290.0120889166473,290.00911653694857,290.0061014954423,290.00305790225383
19.065,1.194872306,40525.4423,360.23504395397845,360.09994186028314,320.6190926936401,290.0305236064466,290.0282242464238,290.02579264931956,290.0232402484708,290.0205790268182,290.01782146456,290.0149804836468,290.01206938975275,290.00910181199436,290.00609164067436,290.0030529634023
19.07,1.194492806,40531.2173,359.6470847578355,359.5122012725696,320.5990391257792,290.0304742240434,290.028178604078,290.025750953252,290.0232026883802,290.0205457743357,290.0177926721588,290.0149562837712,290.0120498940407,290.00908711059554,290.0060818016904,290.00304803246695
19.075,1.1941137720000001,40536.9923,359.0605576921564,358.92589247806194,320.5790277561211,290.03042491779973,290.02813303291043,290.02570932265996,290.023165187529,290.02051257448016,290.0177639254715,290.01493212242804,290.0120304294442,290.0090724327024,290.0060719784572,290.00304310943113
19.080000000000002,1.1937347719999998,40542.76730000001,358.47477097508437,358.3403236894152,320.5590127196659,290.0303756889554,290.0280875326721,290.0256677573594,290.02312774578735,290.0204794271478,290.01773522440544,290.0149079995361,290.0120109958968,290.00905777826483,290.0060621709415,290.0030381942781
19.085,1.193355306,40548.53764,357.88891250535653,357.75468280848224,320.5389246072616,290.03032653680674,290.0280421036503,290.0256262571624,290.0230903630156,290.0204463322297,290.01770656886805,290.0148839150152,290.01199159333237,290.00904314723294,290.0060523791099,290.0030332869913
19.09,1.192975806,40554.30764,357.30368415009906,357.16967171142136,320.5188243535747,290.03027745931354,290.02799674562624,290.0255848220619,290.02305303906815,290.020413289612,290.0176779587655,290.01485986878583,290.0119722216856,290.009028539557,290.00604260292926,290.003028387554
19.095,1.192597238,40560.077639999996,356.7206215286826,356.58682601743027,320.49881568391356,290.030228456515,290.02795145782557,290.0255434519298,290.0230157738581,290.02038029917674,290.01764939400186,290.0148358607684,290.01195288089167,290.00901395518747,290.0060328423662,290.00302349594966
19.1,1.192218738,40565.84764,356.13834736990054,356.00476844232264,320.47880685538655,290.0301795313432,290.0279062399778,290.0255021464293,290.0229785672737,290.02034736082436,290.01762087447935,290.01481189088287,290.0119335708859,290.0089993940752,290.0060230973877,290.00301861216155
19.105,1.191839772,40571.61298,355.5559981684851,355.42263548534555,320.4587248321622,290.03013068277846,290.0278610928949,290.025460905324,290.02294141912955,290.02031447445165,290.01759240010557,290.0147879590482,290.0119142916037,290.0089848561713,290.0060133679607,290.00301373617316
19.11,1.1914607720000001,40577.37798,354.974273501793,354.84112673347266,320.43863056246664,290.03008190864847,290.02781601639487,290.0254197287571,290.0229043292512,290.0202816399308,290.01756397078844,290.01476406518526,290.01189504298026,290.00897034142685,290.0060036540525,290.003008867968
19.115000000000002,1.191082238,40583.13832,354.39395009816224,354.2610189152167,320.4185620259483,290.03003320891384,290.0277710097208,290.02537861664985,290.02286729758987,290.0202488571301,290.017535586428,290.0147402092153,290.0118758249512,290.00895584979304,290.0059939556303,290.0030040075295
19.12,1.1907037379999998,40588.89832,353.8143553659959,353.6816394331457,320.3984884214651,290.0299845848928,290.0277260725978,290.0253375686998,290.0228303240578,290.0202161259577,290.01750724692056,290.0147163910572,290.01185663745264,290.00894138122123,290.0059842726614,290.00299915484146
19.125,1.190325238,40594.65366,353.23542013223675,353.1029191169547,320.3783910083209,290.0299360359638,290.02768120529106,290.025296584688,290.0227934084917,290.0201834463188,290.01747895217443,290.0146926106282,290.01183748041996,290.0089269356631,290.00597460511335,290.00299430988736
19.13,1.1899467380000002,40600.40866,352.6571574856857,352.5248710574753,320.35828485952084,290.0298875616681,290.0276364075927,290.025255664582,290.02275655073277,290.02015081809617,290.0174507020998,290.01466886784846,290.011818353788,290.0089125130701,290.00596495295366,290.002989472651
19.135,1.1895687039999998,40606.15900000001,352.08028705883,351.9482148887226,320.3382043762266,290.0298391616608,290.0275916792689,290.0252148082451,290.0227197506801,290.02011824116767,290.0174224966009,290.01464516263985,290.0117992574921,290.0088981133934,290.00595531614994,290.00298464311606
19.14,1.1891907039999998,40611.90900000001,351.50413919506974,351.37228094887,320.3181187269542,290.0297908371226,290.0275470200809,290.02517401551944,290.0226830082131,290.02008571542757,290.01739433557896,290.0146214949229,290.01178019146863,290.0088837365846,290.0059456946697,290.0029798212664
19.145,1.188812704,40617.65900000001,350.92866035110626,350.7970156976887,320.29802545606117,290.02974258736026,290.02750243030783,290.02513328623206,290.02264632320356,290.0200532407675,290.01736621893946,290.0145978646168,290.0117611556536,290.0088693825954,290.00593608848055,290.0029750070858
19.150000000000002,1.1884347039999998,40623.40900000001,350.353849535789,350.22241814610146,320.27792453269547,290.02969441190544,290.02745790973717,290.02509262038154,290.0226096955145,290.0200208170769,290.01733814658786,290.0145742716419,290.0117421499826,290.0088550513775,290.0059264975502,290.002970200558
19.155,1.188056704,40629.15434,349.7796898469004,349.6484713935826,320.25779965082063,290.0296463103761,290.027413458141,290.0250520178468,290.02257312506504,290.0199884442417,290.0173101184292,290.0145507159187,290.0117231743916,290.00884074288274,290.0059169218464,290.00296540166687
19.16,1.187678704,40634.899339999996,349.2061948654642,349.0751890227667,320.23766587139363,290.0295982824085,290.02736907527503,290.02501147848375,290.02253661174876,290.0199561221658,290.0172821343672,290.01452719736756,290.0117042288167,290.00882645706287,290.0059073613369,290.0029606103962
19.165,1.187300704,40640.63968,348.6333486729352,348.5025551164128,320.2175080799946,290.029550327708,290.02732476088835,290.0249710021267,290.02250015544996,290.0199238507496,290.0172541943114,290.0145037159087,290.011685313194,290.00881219386974,290.00589781598956,290.00295582673
