t_vec,mach,alt,T_inf,qbar_inf,Re_inf,bl_state,q_conv,h_coeff,q_rad,q_net,T_e,T_recovery,T_t,T_te,T_wall:y=0.0000,T_wall:y=0.0011,T_wall:y=0.0022,T_wall:y=0.0033,T_wall:y=0.0044,T_wall:y=0.0056,T_wall:y=0.0067,T_wall:y=0.0078,T_wall:y=0.0089,T_wall:y=0.0100
4.205,1.844959807165785,1559.8608342269813,278.01339195835254,200006.5685950327,7456201.10563648,1,152995.06953437542,1140.1317538308624,-181.91130084186761,152813.15823353356,313.47977651107925,450.2924848119484,467.27805284050754,467.27799809705573,316.10179235880923,307.55499693716945,301.1973109869192,296.816205698577,293.98068674126614,292.24101720870715,291.2237174086871,290.6575124482589,290.36473171612903,290.24180797225523
4.21,1.84427647766567,1562.901412569631,277.993637904499,199783.81417324487,7451336.350389286,1,152675.22660970315,1139.34699689833,-182.16520895597833,152493.0614007472,313.4508263641031,450.13504824077256,467.104688324048,467.10404087432244,316.1326529868821,307.5911254526079,301.2299319800182,296.8417136689878,293.9987723662099,292.25293901818054,291.23116216514603,290.66202497336667,290.367534993399,290.2438366749932
4.215,1.843593148165555,1565.9419909122805,277.97388386953844,199561.24782438218,7446473.6071937,1,152357.225170331,1138.5617514549572,-182.4175858948265,152174.80758443617,313.42116298496325,449.97875372451773,466.9313956777895,466.9314430556611,316.16324044591414,307.6271091408784,301.2624934688408,296.8672165344127,294.01687876161805,292.2648886655598,291.23863241695545,290.6665576822886,290.3703536962835,290.24587816111557
4.22,1.84290981866544,1568.9825692549302,277.9541298534707,199338.8694314038,7441612.875477306,1,152039.42500136682,1137.7776649695784,-182.66845435009486,151856.75654701673,313.3918776109755,449.8219730564962,466.7581748906345,466.7582602645766,316.1935589274211,307.6629472920065,301.2949949430316,296.8927138241015,294.03500561708796,292.2768659955447,291.2461281151161,290.67111058415685,290.373187859704,290.2479324742291
4.225,1.842226489165325,1572.0231475975797,277.9343758562959,199116.67887732334,7436754.15466781,1,151722.30807742573,1136.9942435916978,-182.91782600059298,151539.39025142512,313.36264590991925,449.66519048712223,466.58502595148576,466.5850707597411,316.22361069675856,307.6986392802051,301.3274358895945,296.91820506929656,294.0531526221304,292.2888708520296,291.25364920983367,290.67568368756974,290.37603751829965,290.24999965779716
4.23,1.84154315966521,1575.06372594023,277.9146218780139,198894.67604520783,7431897.444193016,1,151405.39287660748,1136.2119687493034,-183.1657153892449,151222.22716121824,313.33378934737294,449.507929394372,466.4119488492459,466.411305145205,316.25339851377544,307.73418452926325,301.35981579440175,296.94368980312214,294.07131946619205,292.30090307811554,291.261195650523,290.68027700059173,290.3789027064255,290.2520797551374
4.235,1.840859830165095,1578.1043042828796,277.89486791862475,198672.8608181781,7427042.743480837,1,151090.3123331981,1135.4291755251702,-183.41213366166983,150906.9001995364,313.3042055045927,449.3518253501778,466.2389435728177,466.2389172721889,316.2829245415349,307.76958251905216,301.39213414308114,296.9691675605026,294.08950583867545,292.3129625161221,291.26876738581234,290.6848905307532,290.3817834581505,290.25417280941974
4.24,1.84017650066498,1581.1448826255294,277.87511397812835,198451.23307940888,7422190.051959289,1,150774.69252509868,1134.6482661059815,-183.65710228332478,150591.03542281536,313.2754911787151,449.1945114499582,466.0660101111039,466.06507948117223,316.31219273585583,307.8048327738208,301.42439042197884,296.9946378780983,294.1077114289575,292.3250490075999,291.2763643635475,290.6895242850504,290.38467980725596,290.25627886366374
4.245,1.839493171164865,1584.1854609681789,277.8553600565248,198229.79271212855,7417339.369056501,1,150461.70541199888,1133.8660082206206,-183.9006269942718,150277.8047850046,313.24550018366324,449.03916361004315,465.8931484530075,465.8935863208552,316.34120430873304,307.83993489033,301.456584118897,297.02010029425935,294.125935926406,292.3371623933421,291.28398653079626,290.6941782699455,290.38759178723353,290.25839796073654
4.25,1.83880984166475,1587.2260393108286,277.8356061538139,198008.5395996192,7412490.694200707,1,150147.8343047205,1133.0859707278278,-184.14273390294895,149963.69157081755,313.21660803834584,448.88226950854266,465.7203585874309,465.7202410887302,316.3699640139522,307.87488849019996,301.4887147242702,297.04555434899424,294.14417902039565,292.34930251339694,291.29163383385276,290.69885249136644,290.39051943128356,290.2605301433506
