Time (sec),Mach Number,Altitude (m),Altitude (ft)
115.43,0.6192156065,49503.60461,162413.4009
115.44,0.6192914098,49503.09579,162411.7316
115.45,0.6193672131,49502.58697,162410.0622
115.46,0.6194430164,49502.07815,162408.3929
115.47,0.6195188197,49501.56933,162406.7235
115.48,0.6195946229,49501.06052,162405.0542
115.49,0.6196704262,49500.5517,162403.3848
115.5,0.6197462295,49500.04288,162401.7155
115.51,0.6198220328,49499.53406,162400.0461
115.52,0.6198978361,49499.02524,162398.3768
115.53,0.6199736394,49498.51642,162396.7074
115.54,0.6200494426,49498.0076,162395.0381
115.55,0.6201252459,49497.49879,162393.3687
115.56,0.6202010492,49496.98997,162391.6994
115.57,0.6202768525,49496.48115,162390.03
115.58,0.6203526558,49495.97233,162388.3607
115.59,0.620428459,49495.46351,162386.6913
115.6,0.6205042623,49494.95469,162385.022
115.61,0.6205800656,49494.44587,162383.3526
115.62,0.6206558689,49493.93706,162381.6833
115.63,0.6207316722,49493.42824,162380.0139
115.64,0.6208074754,49492.91942,162378.3445
115.65,0.6208832787,49492.4106,162376.6752
115.66,0.620959082,49491.90178,162375.0058
115.67,0.6210348853,49491.39296,162373.3365
115.68,0.6211106886,49490.88414,162371.6671
115.69,0.6211864918,49490.37533,162369.9978
115.7,0.6212622951,49489.86651,162368.3284
115.71,0.6213380984,49489.35769,162366.6591
115.72,0.6214139017,49488.84887,162364.9897
115.73,0.621489705,49488.34005,162363.3204
115.74,0.6215655082,49487.83123,162361.651
115.75,0.6216413115,49487.32241,162359.9817
115.76,0.6217171148,49486.8136,162358.3123
115.77,0.6217929181,49486.30478,162356.643
115.78,0.6218687214,49485.79596,162354.9736
115.79,0.6219445247,49485.28714,162353.3043
115.8,0.6220203279,49484.77832,162351.6349
115.81,0.6220961312,49484.2695,162349.9656
115.82,0.6221719345,49483.76068,162348.2962
115.83,0.6222477378,49483.25187,162346.6269
115.84,0.6223235411,49482.74305,162344.9575
115.85,0.6223993443,49482.23423,162343.2881
115.86,0.6224751476,49481.72541,162341.6188
115.87,0.6225509509,49481.21659,162339.9494
115.88,0.6226267542,49480.70777,162338.2801
115.89,0.6227025575,49480.19895,162336.6107
115.9,0.6227783607,49479.69014,162334.9414
115.91,0.622854164,49479.18132,162333.272
115.92,0.6229299673,49478.6725,162331.6027
115.93,0.6230057706,49478.16368,162329.9333
115.94,0.6230815739,49477.65486,162328.264
115.95,0.6231573771,49477.14604,162326.5946
115.96,0.6232331804,49476.63722,162324.9253
115.97,0.6233089837,49476.12841,162323.2559
115.98,0.623384787,49475.61959,162321.5866
115.99,0.6234605903,49475.11077,162319.9172
116,0.6235363936,49474.60195,162318.2479
116.01,0.6236121968,49474.09313,162316.5785
116.02,0.6236880001,49473.58431,162314.9092
116.03,0.6237638034,49473.07549,162313.2398
116.04,0.6238396067,49472.56668,162311.5705
116.05,0.62391541,49472.05786,162309.9011
116.06,0.6239912132,49471.54904,162308.2318
116.07,0.6240670165,49471.04022,162306.5624
116.08,0.6241428198,49470.5314,162304.893
116.09,0.6242186231,49470.02258,162303.2237
116.1,0.6242944264,49469.51376,162301.5543
116.11,0.6243702296,49469.00495,162299.885
116.12,0.6244460329,49468.49613,162298.2156
116.13,0.6245218362,49467.98731,162296.5463
116.14,0.6245976395,49467.47849,162294.8769
116.15,0.6246734428,49466.96967,162293.2076
116.16,0.624749246,49466.46085,162291.5382
116.17,0.6248250493,49465.95203,162289.8689
116.18,0.6249008526,49465.44322,162288.1995
116.19,0.6249766559,49464.9344,162286.5302
116.2,0.6250524592,49464.42558,162284.8608
116.21,0.6251282624,49463.91676,162283.1915
116.22,0.6252040657,49463.40794,162281.5221
116.23,0.625279869,49462.89912,162279.8528
116.24,0.6253556723,49462.3903,162278.1834
116.25,0.6254314756,49461.88149,162276.5141
116.26,0.6255072789,49461.37267,162274.8447
116.27,0.6255830821,49460.86385,162273.1754
116.28,0.6256588854,49460.35503,162271.506
116.29,0.6257346887,49459.84621,162269.8367
116.3,0.625810492,49459.33739,162268.1673
116.31,0.6258862953,49458.82857,162266.4979
116.32,0.6259620985,49458.31976,162264.8286
116.33,0.6260379018,49457.81094,162263.1592
116.34,0.6261137051,49457.30212,162261.4899
116.35,0.6261895084,49456.7933,162259.8205
116.36,0.6262653117,49456.28448,162258.1512
116.37,0.6263411149,49455.77566,162256.4818
116.38,0.6264169182,49455.26684,162254.8125
116.39,0.6264927215,49454.75803,162253.1431
116.4,0.6265685248,49454.24921,162251.4738
116.41,0.6266443281,49453.74039,162249.8044
116.42,0.6267201313,49453.23157,162248.1351
116.43,0.6267959346,49452.72275,162246.4657
116.44,0.6268717379,49452.21393,162244.7964
116.45,0.6269475412,49451.70511,162243.127
116.46,0.6270233445,49451.1963,162241.4577
116.47,0.6270991477,49450.68748,162239.7883
116.48,0.627174951,49450.17866,162238.119
116.49,0.6272507543,49449.66984,162236.4496
116.5,0.6273265576,49449.16102,162234.7803
116.51,0.6274023609,49448.6522,162233.1109
116.52,0.6274781642,49448.14338,162231.4415
116.53,0.6275539674,49447.63457,162229.7722
116.54,0.6276297707,49447.12575,162228.1028
116.55,0.627705574,49446.61693,162226.4335
116.56,0.6277813773,49446.10811,162224.7641
116.57,0.6278571806,49445.59929,162223.0948
116.58,0.6279329838,49445.09047,162221.4254
116.59,0.6280087871,49444.58165,162219.7561
116.6,0.6280845904,49444.07284,162218.0867
116.61,0.6281603937,49443.56402,162216.4174
116.62,0.628236197,49443.0552,162214.748
116.63,0.6283120002,49442.54638,162213.0787
116.64,0.6283878035,49442.03756,162211.4093
116.65,0.6284636068,49441.52874,162209.74
116.66,0.6285394101,49441.01992,162208.0706
116.67,0.6286152134,49440.51111,162206.4013
116.68,0.6286910166,49440.00229,162204.7319
116.69,0.6287668199,49439.49347,162203.0626
116.7,0.6288426232,49438.98465,162201.3932
116.71,0.6289184265,49438.47583,162199.7239
116.72,0.6289942298,49437.96701,162198.0545
116.73,0.6290700331,49437.45819,162196.3852
116.74,0.6291458363,49436.94938,162194.7158
116.75,0.6292216396,49436.44056,162193.0464
116.76,0.6292974429,49435.93174,162191.3771
116.77,0.6293732462,49435.42292,162189.7077
116.78,0.6294490495,49434.9141,162188.0384
116.79,0.6295248527,49434.40528,162186.369
116.8,0.629600656,49433.89646,162184.6997
116.81,0.6296764593,49433.38765,162183.0303
116.82,0.6297522626,49432.87883,162181.361
116.83,0.6298280659,49432.37001,162179.6916
116.84,0.6299038691,49431.86119,162178.0223
116.85,0.6299796724,49431.35237,162176.3529
116.86,0.6300554757,49430.84355,162174.6836
116.87,0.630131279,49430.33473,162173.0142
116.88,0.6302070823,49429.82592,162171.3449
116.89,0.6302828855,49429.3171,162169.6755
116.9,0.6303586888,49428.80828,162168.0062
116.91,0.6304344921,49428.29946,162166.3368
116.92,0.6305102954,49427.79064,162164.6675
116.93,0.6305860987,49427.28182,162162.9981
116.94,0.6306619019,49426.773,162161.3288
116.95,0.6307377052,49426.26419,162159.6594
116.96,0.6308135085,49425.75537,162157.99
116.97,0.6308893118,49425.24655,162156.3207
116.98,0.6309651151,49424.73773,162154.6513
116.99,0.6310409184,49424.22891,162152.982
117,0.6311167216,49423.72009,162151.3126
117.01,0.6311925249,49423.21127,162149.6433
117.02,0.6312683282,49422.70246,162147.9739
117.03,0.6313441315,49422.19364,162146.3046
117.04,0.6314199348,49421.68482,162144.6352
117.05,0.631495738,49421.176,162142.9659
117.06,0.6315715413,49420.66718,162141.2965
117.07,0.6316473446,49420.15836,162139.6272
117.08,0.6317231479,49419.64954,162137.9578
117.09,0.6317989512,49419.14073,162136.2885
117.1,0.6318747544,49418.63191,162134.6191
117.11,0.6319505577,49418.12309,162132.9498
117.12,0.632026361,49417.61427,162131.2804
117.13,0.6321021643,49417.10545,162129.6111
117.14,0.6321779676,49416.59663,162127.9417
117.15,0.6322537708,49416.08781,162126.2724
117.16,0.6323295741,49415.579,162124.603
117.17,0.6324053774,49415.07018,162122.9337
117.18,0.6324811807,49414.56136,162121.2643
117.19,0.632556984,49414.05254,162119.5949
117.2,0.6326327872,49413.54372,162117.9256
117.21,0.6327085905,49413.0349,162116.2562
117.22,0.6327843938,49412.52608,162114.5869
117.23,0.6328601971,49412.01727,162112.9175
117.24,0.6329360004,49411.50845,162111.2482
117.25,0.6330118037,49410.99963,162109.5788
117.26,0.6330876069,49410.49081,162107.9095
117.27,0.6331634102,49409.98199,162106.2401
117.28,0.6332392135,49409.47317,162104.5708
117.29,0.6333150168,49408.96435,162102.9014
117.3,0.6333908201,49408.45554,162101.2321
117.31,0.6334666233,49407.94672,162099.5627
117.32,0.6335424266,49407.4379,162097.8934
117.33,0.6336182299,49406.92908,162096.224
117.34,0.6336940332,49406.42026,162094.5547
117.35,0.6337698365,49405.91144,162092.8853
117.36,0.6338456397,49405.40262,162091.216
117.37,0.633921443,49404.89381,162089.5466
117.38,0.6339972463,49404.38499,162087.8773
117.39,0.6340730496,49403.87617,162086.2079
117.4,0.6341488529,49403.36735,162084.5385
117.41,0.6342246561,49402.85853,162082.8692
117.42,0.6343004594,49402.34971,162081.1998
117.43,0.6343762627,49401.84089,162079.5305
117.44,0.634452066,49401.33208,162077.8611
117.45,0.6345278693,49400.82326,162076.1918
117.46,0.6346036726,49400.31444,162074.5224
117.47,0.6346794758,49399.80562,162072.8531
117.48,0.6347552791,49399.2968,162071.1837
117.49,0.6348310824,49398.78798,162069.5144
117.5,0.6349068857,49398.27916,162067.845
117.51,0.634982689,49397.77035,162066.1757
117.52,0.6350584922,49397.26153,162064.5063
117.53,0.6351342955,49396.75271,162062.837
117.54,0.6352100988,49396.24389,162061.1676
117.55,0.6352859021,49395.73507,162059.4983
117.56,0.6353617054,49395.22625,162057.8289
117.57,0.6354375086,49394.71743,162056.1596
117.58,0.6355133119,49394.20862,162054.4902
117.59,0.6355891152,49393.6998,162052.8209
117.6,0.6356649185,49393.19098,162051.1515
117.61,0.6357407218,49392.68216,162049.4822
117.62,0.635816525,49392.17334,162047.8128
117.63,0.6358923283,49391.66452,162046.1434
117.64,0.6359681316,49391.1557,162044.4741
117.65,0.6360439349,49390.64689,162042.8047
117.66,0.6361197382,49390.13807,162041.1354
117.67,0.6361955414,49389.62925,162039.466
117.68,0.6362713447,49389.12043,162037.7967
117.69,0.636347148,49388.61161,162036.1273
117.7,0.6364229513,49388.10279,162034.458
117.71,0.6364987546,49387.59397,162032.7886
117.72,0.6365745579,49387.08516,162031.1193
117.73,0.6366503611,49386.57634,162029.4499
117.74,0.6367261644,49386.06752,162027.7806
117.75,0.6368019677,49385.5587,162026.1112
117.76,0.636877771,49385.04988,162024.4419
117.77,0.6369535743,49384.54106,162022.7725
117.78,0.6370293775,49384.03224,162021.1032
117.79,0.6371051808,49383.52343,162019.4338
117.8,0.6371809841,49383.01461,162017.7645
117.81,0.6372567874,49382.50579,162016.0951
117.82,0.6373325907,49381.99697,162014.4258
117.83,0.6374083939,49381.48815,162012.7564
117.84,0.6374841972,49380.97933,162011.087
117.85,0.6375600005,49380.47051,162009.4177
117.86,0.6376358038,49379.9617,162007.7483
117.87,0.6377116071,49379.45288,162006.079
117.88,0.6377874103,49378.94406,162004.4096
117.89,0.6378632136,49378.43524,162002.7403
117.9,0.6379390169,49377.92642,162001.0709
117.91,0.6380148202,49377.4176,161999.4016
117.92,0.6380906235,49376.90878,161997.7322
117.93,0.6381664267,49376.39997,161996.0629
117.94,0.63824223,49375.89115,161994.3935
117.95,0.6383180333,49375.38233,161992.7242
117.96,0.6383938366,49374.87351,161991.0548
117.97,0.6384696399,49374.36469,161989.3855
117.98,0.6385454432,49373.85587,161987.7161
117.99,0.6386212464,49373.34705,161986.0468
118,0.6386970497,49372.83824,161984.3774
118.01,0.638772853,49372.32942,161982.7081
118.02,0.6388486563,49371.8206,161981.0387
118.03,0.6389244596,49371.31178,161979.3694
118.04,0.6390002628,49370.80296,161977.7
118.05,0.6390760661,49370.29414,161976.0307
118.06,0.6391518694,49369.78532,161974.3613
118.07,0.6392276727,49369.27651,161972.6919
118.08,0.639303476,49368.76769,161971.0226
118.09,0.6393792792,49368.25887,161969.3532
118.1,0.6394550825,49367.75005,161967.6839
118.11,0.6395308858,49367.24123,161966.0145
118.12,0.6396066891,49366.73241,161964.3452
118.13,0.6396824924,49366.22359,161962.6758
118.14,0.6397582956,49365.71478,161961.0065
118.15,0.6398340989,49365.20596,161959.3371
118.16,0.6399099022,49364.69714,161957.6678
118.17,0.6399857055,49364.18832,161955.9984
118.18,0.6400615088,49363.6795,161954.3291
118.19,0.6401373121,49363.17068,161952.6597
118.2,0.6402131153,49362.66186,161950.9904
118.21,0.6402889186,49362.15305,161949.321
118.22,0.6403647219,49361.64423,161947.6517
118.23,0.6404405252,49361.13541,161945.9823
118.24,0.6405163285,49360.62659,161944.313
118.25,0.6405921317,49360.11777,161942.6436
118.26,0.640667935,49359.60895,161940.9743
118.27,0.6407437383,49359.10013,161939.3049
118.28,0.6408195416,49358.59132,161937.6356
118.29,0.6408953449,49358.0825,161935.9662
118.3,0.6409711481,49357.57368,161934.2968
118.31,0.6410469514,49357.06486,161932.6275
118.32,0.6411227547,49356.55604,161930.9581
118.33,0.641198558,49356.04722,161929.2888
118.34,0.6412743613,49355.5384,161927.6194
118.35,0.6413501645,49355.02959,161925.9501
118.36,0.6414259678,49354.52077,161924.2807
118.37,0.6415017711,49354.01195,161922.6114
118.38,0.6415775744,49353.50313,161920.942
118.39,0.6416533777,49352.99431,161919.2727
118.4,0.6417291809,49352.48549,161917.6033
118.41,0.6418049842,49351.97667,161915.934
118.42,0.6418807875,49351.46786,161914.2646
118.43,0.6419565908,49350.95904,161912.5953
118.44,0.6420323941,49350.45022,161910.9259
118.45,0.6421081974,49349.9414,161909.2566
118.46,0.6421840006,49349.43258,161907.5872
118.47,0.6422598039,49348.92376,161905.9179
118.48,0.6423356072,49348.41494,161904.2485
118.49,0.6424114105,49347.90613,161902.5792
118.5,0.6424872138,49347.39731,161900.9098
118.51,0.642563017,49346.88849,161899.2404
118.52,0.6426388203,49346.37967,161897.5711
118.53,0.6427146236,49345.87085,161895.9017
118.54,0.6427904269,49345.36203,161894.2324
118.55,0.6428662302,49344.85321,161892.563
118.56,0.6429420334,49344.3444,161890.8937
118.57,0.6430178367,49343.83558,161889.2243
118.58,0.64309364,49343.32676,161887.555
118.59,0.6431694433,49342.81794,161885.8856
118.6,0.6432452466,49342.30912,161884.2163
118.61,0.6433210498,49341.8003,161882.5469
118.62,0.6433968531,49341.29148,161880.8776
118.63,0.6434726564,49340.78267,161879.2082
118.64,0.6435484597,49340.27385,161877.5389
118.65,0.643624263,49339.76503,161875.8695
118.66,0.6437000662,49339.25621,161874.2002
118.67,0.6437758695,49338.74739,161872.5308
118.68,0.6438516728,49338.23857,161870.8615
118.69,0.6439274761,49337.72975,161869.1921
118.7,0.6440032794,49337.22094,161867.5228
118.71,0.6440790827,49336.71212,161865.8534
118.72,0.6441548859,49336.2033,161864.1841
118.73,0.6442306892,49335.69448,161862.5147
118.74,0.6443064925,49335.18566,161860.8453
118.75,0.6443822958,49334.67684,161859.176
118.76,0.6444580991,49334.16802,161857.5066
118.77,0.6445339023,49333.65921,161855.8373
118.78,0.6446097056,49333.15039,161854.1679
118.79,0.6446855089,49332.64157,161852.4986
118.8,0.6447613122,49332.13275,161850.8292
118.81,0.6448371155,49331.62393,161849.1599
118.82,0.6449129187,49331.11511,161847.4905
118.83,0.644988722,49330.26549,161844.7031
118.84,0.6450645253,49329.40804,161841.8899
118.85,0.6451403286,49328.55059,161839.0767
118.86,0.6452161319,49327.69313,161836.2636
118.87,0.6452919351,49326.83568,161833.4504
118.88,0.6453677384,49325.97823,161830.6372
118.89,0.6454435417,49325.12077,161827.8241
118.9,0.645519345,49324.26332,161825.0109
118.91,0.6455951483,49323.40587,161822.1977
118.92,0.6456709515,49322.54841,161819.3846
118.93,0.6457467548,49321.69096,161816.5714
118.94,0.6458225581,49320.83351,161813.7582
118.95,0.6458983614,49319.97605,161810.9451
118.96,0.6459741647,49319.1186,161808.1319
118.97,0.646049968,49318.26114,161805.3187
118.98,0.6461257712,49317.40369,161802.5055
118.99,0.6462015745,49316.54624,161799.6924
119,0.6462773778,49315.68878,161796.8792
119.01,0.6463531811,49314.83133,161794.066
119.02,0.6464289844,49313.97388,161791.2529
119.03,0.6465047876,49313.11642,161788.4397
119.04,0.6465805909,49312.25897,161785.6265
119.05,0.6466563942,49311.40152,161782.8134
119.06,0.6467321975,49310.54406,161780.0002
119.07,0.6468080008,49309.68661,161777.187
119.08,0.646883804,49308.82916,161774.3739
119.09,0.6469596073,49307.9717,161771.5607
119.1,0.6470354106,49307.11425,161768.7475
119.11,0.6471112139,49306.2568,161765.9344
119.12,0.6471870172,49305.39934,161763.1212
119.13,0.6472628204,49304.54189,161760.308
119.14,0.6473386237,49303.68444,161757.4949
119.15,0.647414427,49302.82698,161754.6817
119.16,0.6474902303,49301.96953,161751.8685
119.17,0.6475660336,49301.11207,161749.0554
119.18,0.6476418369,49300.25462,161746.2422
119.19,0.6477176401,49299.39717,161743.429
119.2,0.6477934434,49298.53971,161740.6159
119.21,0.6478692467,49297.68226,161737.8027
119.22,0.64794505,49296.82481,161734.9895
119.23,0.6480208533,49295.96735,161732.1764
119.24,0.6480966565,49295.1099,161729.3632
119.25,0.6481724598,49294.25245,161726.55
119.26,0.6482482631,49293.39499,161723.7369
119.27,0.6483240664,49292.53754,161720.9237
119.28,0.6483998697,49291.68009,161718.1105
119.29,0.6484756729,49290.82263,161715.2974
119.3,0.6485514762,49289.96518,161712.4842
119.31,0.6486272795,49289.10773,161709.671
119.32,0.6487030828,49288.25027,161706.8578
119.33,0.6487788861,49287.39282,161704.0447
119.34,0.6488546893,49286.53536,161701.2315
119.35,0.6489304926,49285.67791,161698.4183
119.36,0.6490062959,49284.82046,161695.6052
119.37,0.6490820992,49283.963,161692.792
119.38,0.6491579025,49283.10555,161689.9788
119.39,0.6492337057,49282.2481,161687.1657
119.4,0.649309509,49281.39064,161684.3525
119.41,0.6493853123,49280.53319,161681.5393
119.42,0.6494611156,49279.67574,161678.7262
119.43,0.6495369189,49278.81828,161675.913
119.44,0.6496127222,49277.96083,161673.0998
119.45,0.6496885254,49277.10338,161670.2867
119.46,0.6497643287,49276.24592,161667.4735
119.47,0.649840132,49275.38847,161664.6603
119.48,0.6499159353,49274.53102,161661.8472
119.49,0.6499917386,49273.67356,161659.034
119.5,0.6500675418,49272.81611,161656.2208
119.51,0.6501433451,49271.95866,161653.4077
119.52,0.6502191484,49271.1012,161650.5945
119.53,0.6502949517,49270.24375,161647.7813
119.54,0.650370755,49269.38629,161644.9682
119.55,0.6504465582,49268.52884,161642.155
119.56,0.6505223615,49267.67139,161639.3418
119.57,0.6505981648,49266.81393,161636.5287
119.58,0.6506739681,49265.95648,161633.7155
119.59,0.6507497714,49265.09903,161630.9023
119.6,0.6508255746,49264.24157,161628.0892
119.61,0.6509013779,49263.38412,161625.276
119.62,0.6509771812,49262.52667,161622.4628
119.63,0.6510529845,49261.66921,161619.6496
119.64,0.6511287878,49260.81176,161616.8365
119.65,0.651204591,49259.95431,161614.0233
119.66,0.6512803943,49259.09685,161611.2101
119.67,0.6513561976,49258.2394,161608.397
119.68,0.6514320009,49257.38195,161605.5838
119.69,0.6515078042,49256.52449,161602.7706
119.7,0.6515836075,49255.66704,161599.9575
119.71,0.6516594107,49254.80958,161597.1443
119.72,0.651735214,49253.95213,161594.3311
119.73,0.6518110173,49253.09468,161591.518
119.74,0.6518868206,49252.23722,161588.7048
119.75,0.6519626239,49251.37977,161585.8916
119.76,0.6520384271,49250.52232,161583.0785
119.77,0.6521142304,49249.66486,161580.2653
119.78,0.6521900337,49248.80741,161577.4521
119.79,0.652265837,49247.94996,161574.639
119.8,0.6523416403,49247.0925,161571.8258
119.81,0.6524174435,49246.23505,161569.0126
119.82,0.6524932468,49245.3776,161566.1995
119.83,0.6525690501,49244.52014,161563.3863
119.84,0.6526448534,49243.66269,161560.5731
119.85,0.6527206567,49242.80524,161557.76
119.86,0.6527964599,49241.94778,161554.9468
119.87,0.6528722632,49241.09033,161552.1336
119.88,0.6529480665,49240.23288,161549.3205
119.89,0.6530238698,49239.37542,161546.5073
119.9,0.6530996731,49238.51797,161543.6941
119.91,0.6531754764,49237.66051,161540.881
119.92,0.6532512796,49236.80306,161538.0678
119.93,0.6533270829,49235.94561,161535.2546
119.94,0.6534028862,49235.08815,161532.4414
119.95,0.6534786895,49234.2307,161529.6283
119.96,0.6535544928,49233.37325,161526.8151
119.97,0.653630296,49232.51579,161524.0019
119.98,0.6537060993,49231.65834,161521.1888
119.99,0.6537819026,49230.80089,161518.3756
120,0.6538577059,49229.94343,161515.5624
120.01,0.6539335092,49229.08598,161512.7493
120.02,0.6540093124,49228.22853,161509.9361
120.03,0.6540851157,49227.37107,161507.1229
120.04,0.654160919,49226.51362,161504.3098
120.05,0.6542367223,49225.65617,161501.4966
120.06,0.6543125256,49224.79871,161498.6834
120.07,0.6543883288,49223.94126,161495.8703
120.08,0.6544641321,49223.0838,161493.0571
120.09,0.6545399354,49222.22635,161490.2439
120.1,0.6546157387,49221.3689,161487.4308
120.11,0.654691542,49220.51144,161484.6176
120.12,0.6547673452,49219.65399,161481.8044
120.13,0.6548431485,49218.79654,161478.9913
120.14,0.6549189518,49217.93908,161476.1781
120.15,0.6549947551,49217.08163,161473.3649
120.16,0.6550705584,49216.22418,161470.5518
120.17,0.6551463617,49215.36672,161467.7386
120.18,0.6552221649,49214.50927,161464.9254
120.19,0.6552979682,49213.65182,161462.1123
120.2,0.6553737715,49212.79436,161459.2991
120.21,0.6554495748,49211.93691,161456.4859
120.22,0.6555253781,49211.07946,161453.6728
120.23,0.6556011813,49210.222,161450.8596
120.24,0.6556769846,49209.36455,161448.0464
120.25,0.6557527879,49208.50709,161445.2333
120.26,0.6558285912,49207.64964,161442.4201
120.27,0.6559043945,49206.79219,161439.6069
120.28,0.6559801977,49205.93473,161436.7937
120.29,0.656056001,49205.07728,161433.9806
120.3,0.6561318043,49204.21983,161431.1674
120.31,0.6562076076,49203.36237,161428.3542
120.32,0.6562834109,49202.50492,161425.5411
120.33,0.6563592141,49201.64747,161422.7279
120.34,0.6564350174,49200.79001,161419.9147
120.35,0.6565108207,49199.93256,161417.1016
120.36,0.6566088427,49199.07511,161414.2884
120.37,0.6567407135,49198.21765,161411.4752
120.38,0.6568725843,49197.3602,161408.6621
120.39,0.6570044551,49196.50275,161405.8489
120.4,0.6571363259,49195.64529,161403.0357
120.41,0.6572681967,49194.78784,161400.2226
120.42,0.6574000675,49193.93039,161397.4094
120.43,0.6575319383,49193.07293,161394.5962
120.44,0.6576638091,49192.21548,161391.7831
120.45,0.6577956799,49191.35802,161388.9699
120.46,0.6579275507,49190.50057,161386.1567
120.47,0.6580594215,49189.64312,161383.3436
120.48,0.6581912922,49188.78566,161380.5304
120.49,0.658323163,49187.92821,161377.7172
120.5,0.6584550338,49187.07076,161374.9041
120.51,0.6585869046,49186.2133,161372.0909
120.52,0.6587187754,49185.35585,161369.2777
120.53,0.6588506462,49184.4984,161366.4646
120.54,0.658982517,49183.64094,161363.6514
120.55,0.6591143878,49182.78349,161360.8382
120.56,0.6592462586,49181.92604,161358.0251
120.57,0.6593781294,49181.06858,161355.2119
120.58,0.6595100002,49180.21113,161352.3987
120.59,0.659641871,49179.35368,161349.5855
120.6,0.6597737418,49178.49622,161346.7724
120.61,0.6599056126,49177.63877,161343.9592
120.62,0.6600374834,49176.78131,161341.146
120.63,0.6601693542,49175.92386,161338.3329
120.64,0.660301225,49175.06641,161335.5197
120.65,0.6604330958,49174.20895,161332.7065
120.66,0.6605649666,49173.3515,161329.8934
120.67,0.6606968374,49172.49405,161327.0802
120.68,0.6608287082,49171.63659,161324.267
120.69,0.660960579,49170.77914,161321.4539
120.7,0.6610924498,49169.92169,161318.6407
120.71,0.6612243206,49169.06423,161315.8275
120.72,0.6613561914,49168.20678,161313.0144
120.73,0.6614880622,49167.34933,161310.2012
120.74,0.6616199329,49166.49187,161307.388
120.75,0.6617518037,49165.63442,161304.5749
120.76,0.6618836745,49164.77697,161301.7617
120.77,0.6620155453,49163.91951,161298.9485
120.78,0.6621474161,49163.06206,161296.1354
120.79,0.6622792869,49162.20461,161293.3222
120.8,0.6624111577,49161.34715,161290.509
120.81,0.6625430285,49160.4897,161287.6959
120.82,0.6626748993,49159.63224,161284.8827
120.83,0.6628067701,49158.77479,161282.0695
120.84,0.6629386409,49157.91734,161279.2564
120.85,0.6630705117,49157.05988,161276.4432
120.86,0.6632023825,49156.20243,161273.63
120.87,0.6633342533,49155.34498,161270.8169
120.88,0.6634661241,49154.48752,161268.0037
120.89,0.6635979949,49153.63007,161265.1905
120.9,0.6637298657,49152.77262,161262.3774
120.91,0.6638617365,49151.91516,161259.5642
120.92,0.6639936073,49151.05771,161256.751
120.93,0.6641254781,49150.20026,161253.9378
120.94,0.6642573489,49149.3428,161251.1247
120.95,0.6643892197,49148.48535,161248.3115
120.96,0.6645210905,49147.6279,161245.4983
120.97,0.6646529613,49146.77044,161242.6852
120.98,0.6647848321,49145.91299,161239.872
120.99,0.6649167029,49145.05553,161237.0588
121,0.6650485737,49144.19808,161234.2457
121.01,0.6651804444,49143.34063,161231.4325
121.02,0.6653123152,49142.48317,161228.6193
121.03,0.665444186,49141.62572,161225.8062
121.04,0.6655760568,49140.76827,161222.993
121.05,0.6657079276,49139.91081,161220.1798
121.06,0.6658397984,49139.05336,161217.3667
121.07,0.6659716692,49138.19591,161214.5535
121.08,0.66610354,49137.33845,161211.7403
121.09,0.6662354108,49136.481,161208.9272
121.1,0.6663672816,49135.62355,161206.114
121.11,0.6664991524,49134.76609,161203.3008
121.12,0.6666310232,49133.90864,161200.4877
121.13,0.666762894,49133.05119,161197.6745
121.14,0.6668947648,49132.19373,161194.8613
121.15,0.6670266356,49131.33628,161192.0482
121.16,0.6671585064,49130.47883,161189.235
121.17,0.6672903772,49129.62137,161186.4218
121.18,0.667422248,49128.76392,161183.6087
121.19,0.6675541188,49127.90646,161180.7955
121.2,0.6676859896,49127.04901,161177.9823
121.21,0.6678178604,49126.19156,161175.1692
121.22,0.6679497312,49125.3341,161172.356
121.23,0.668081602,49124.47665,161169.5428
121.24,0.6682134728,49123.6192,161166.7296
121.25,0.6683453436,49122.76174,161163.9165
121.26,0.6684772144,49121.90429,161161.1033
121.27,0.6686090851,49121.04684,161158.2901
121.28,0.6687409559,49120.18938,161155.477
121.29,0.6688728267,49119.33193,161152.6638
121.3,0.6690046975,49118.47448,161149.8506
121.31,0.6691365683,49117.61702,161147.0375
121.32,0.6692684391,49116.75957,161144.2243
121.33,0.6694003099,49115.90212,161141.4111
121.34,0.6695321807,49115.04466,161138.598
121.35,0.6696640515,49114.18721,161135.7848
121.36,0.6697959223,49113.32975,161132.9716
121.37,0.6699277931,49112.4723,161130.1585
121.38,0.6700596639,49111.61485,161127.3453
121.39,0.6701915347,49110.75739,161124.5321
121.4,0.6703234055,49109.89994,161121.719
121.41,0.6704552763,49109.04249,161118.9058
121.42,0.6705871471,49108.18503,161116.0926
121.43,0.6707190179,49107.32758,161113.2795
121.44,0.6708508887,49106.47013,161110.4663
121.45,0.6709827595,49105.61267,161107.6531
121.46,0.6711146303,49104.75522,161104.84
121.47,0.6712465011,49103.89777,161102.0268
121.48,0.6713783719,49103.04031,161099.2136
121.49,0.6715102427,49102.18286,161096.4005
121.5,0.6716421135,49101.32541,161093.5873
121.51,0.6717739843,49100.46795,161090.7741
121.52,0.6719058551,49099.6105,161087.961
121.53,0.6720377259,49098.75305,161085.1478
121.54,0.6721695966,49097.89559,161082.3346
121.55,0.6723014674,49097.03814,161079.5215
