t_vec,mach,alt,T_inf,qbar_inf,Re_inf,bl_state,q_conv,h_coeff,q_rad,q_net,T_e,T_recovery,T_t,T_te,T_wall:y=0.0006,T_wall:y=0.0017,T_wall:y=0.0029,T_wall:y=0.0040,T_wall:y=0.0052,T_wall:y=0.0064,T_wall:y=0.0075,T_wall:y=0.0087,T_wall:y=0.0098,T_wall:y=0.0110,T_wall:y=0.0121
0.24,0.10532223399999999,4.44371870208,288.121115848628,786.368227677759,245287.01752739312,0,275.3672460112521,37.2019831513804,28.737760657132284,304.1050066683844,288.121115848628,288.6601111730962,288.76032827409614,288.76032827409614,281.25816045206227,281.25175505232517,281.25030092777837,281.2500420709285,281.2500049360572,281.25000096526617,281.2500049360572,281.2500420709285,281.25030092777837,281.25175505232517,281.25816045206227
0.245,0.1077251145,4.6378387202399995,288.1198540703126,822.6398917772988,250878.7615333917,0,279.3667435356129,37.623480307409785,28.731350625871062,308.09809416148397,288.1198540703126,288.6837214320999,288.7885629813622,288.7885629813622,281.2583917907963,281.251830734327,281.2503191978701,281.25004546002776,281.250005442982,281.2500010866561,281.250005442982,281.25004546002776,281.2503191978701,281.251830734327,281.2583917907963
0.25,0.110127995,4.8319587384,288.11859229207425,859.7284638572818,256470.31057859628,0,283.3722655799438,38.040285916745304,28.724932816426783,312.0971983963706,288.11859229207425,288.7078925737395,288.81746284998,288.81746284998,281.2586250734865,281.25190791803584,281.2503381180621,281.25004903253324,281.2500059880688,281.2500012198321,281.2500059880688,281.25004903253324,281.2503381180621,281.25190791803584,281.2586250734865
0.255,0.1125308755,5.0260787565600005,288.117330513913,897.6338874403456,262061.6646669046,0,287.3853139772055,38.45255252752911,28.718507229732907,316.1038212069384,288.117330513913,288.73262459086516,288.8470278712073,288.8470278712073,281.2588602998871,281.25198659719456,281.2503576942378,281.2500527933584,281.25000657313456,281.2500013656005,281.25000657313456,281.2500527933584,281.2503576942378,281.25198659719456,281.2588602998871
0.26,0.114933756,5.22019877472,288.1160687358288,936.3561060512413,267652.8238022149,0,291.4073293025255,38.86042458768929,28.712073860528204,320.11940316305373,288.1160687358288,288.7579174763268,288.87725803630167,288.87725803630167,281.25909747128645,281.25206676582343,281.2503779320803,281.2500567473842,281.2500072000281,281.2500015247985,281.2500072000281,281.2500567473842,281.2503779320803,281.25206676582343,281.25909747128645
0.265,0.11733663650000001,5.414318792880001,288.1148069578216,975.895063216831,273243.7879884247,0,295.4396951263922,39.26403903467151,28.7056326977025,324.14532782409475,288.1148069578216,288.78377122297445,288.90815333652085,288.90815333652085,281.2593365904215,281.2521484182321,281.2503988370823,281.2500608994575,281.25000787062913,281.2500016982943,281.25000787062913,281.2500608994575,281.2503988370823,281.2521484182321,281.2593365904215
0.27,0.119739517,5.608438811040001,288.1135451798915,1016.2507024660921,278834.55722943204,0,299.4837418842175,39.66352583108839,28.699183724617907,328.18292560883543,288.1135451798915,288.8101858236582,288.9397137631224,288.9397137631224,281.2595776613984,281.25223154902994,281.2504204145555,281.25006525438977,281.2500085868473,281.2500018869869,281.2500085868473,281.25006525438977,281.2504204145555,281.25223154902994,281.2595776613984
0.275,0.1221423975,5.802558829200001,288.1122834020385,1057.4229673301131,284425.1315291346,0,303.54075040410885,40.05900845222778,28.692726919406482,332.23347732351533,288.1122834020385,288.837161271228,288.97193930736415,288.97193930736415,281.2598206896184,281.25231615313515,281.2504426696405,281.25006981695566,281.2500093506211,281.25000209180644,281.2500093506211,281.25006981695566,281.2504426696405,281.25231615313515,281.2598206896184
0.28,0.12454527800000001,5.996678847360002,288.11102162426255,1099.4118013420962,290015.5108914301,0,307.61195512933915,40.45060433060478,28.68626225524783,336.29821738458696,288.11102162426255,288.864697558534,289.0048299605036,289.0048299605036,281.2600656817093,281.2524022257823,281.250465607316,281.2500745918921,281.25001016391695,281.25000231371354,281.25001016391695,281.2500745918921,281.250465607316,281.2524022257823,281.2600656817093
0.28500000000000003,0.12694815850000002,6.1907988655200015,288.10975984656363,1142.217148037356,295605.6953202163,0,311.69854706751767,40.8384252620953,28.67978970062794,340.37833676814563,288.10975984656363,288.89279467842607,289.03838571379856,289.03838571379856,281.2603126454613,281.2524897625292,281.2504892324081,281.2500795838974,281.2500110287283,281.25000255369986,281.2500110287283,281.2500795838974,281.2504892324081,281.2524897625292,281.2603126454613
