t_vec,mach,alt,T_inf,qbar_inf,Re_inf,bl_state,q_conv,h_coeff,q_rad,q_net,T_e,T_recovery,T_t,T_te,T_wall:y=0.0006,T_wall:y=0.0017,T_wall:y=0.0029,T_wall:y=0.0040,T_wall:y=0.0052,T_wall:y=0.0064,T_wall:y=0.0075,T_wall:y=0.0087,T_wall:y=0.0098,T_wall:y=0.0110,T_wall:y=0.0121
5.04,1.73320561075,2051.95671629172,274.8165853549376,166100.71373940795,3345091.616181085,1,133414.92381511413,1225.0874014708718,-202.362241159101,133212.56157395503,318.2747014494585,426.4252716820687,439.92648267666215,439.92646417898027,317.522899773801,308.70929239917746,301.37705029144837,295.9992932559411,292.75609211910694,291.676666893395,292.75609211910694,295.9992932559411,301.37705029144837,308.70929239917746,317.522899773801
5.045,1.7325948607500001,2054.80426457172,274.79808824302626,165924.96298749678,3343019.593649136,1,133153.02133654113,1224.274763049195,-202.48712369203724,132950.5342128491,318.24826809395347,426.2931404329021,439.7805374024204,439.7807319583676,317.5324068497737,308.73193559401204,301.40692529073493,296.03192070183786,292.7891662032838,291.709665690169,292.7891662032838,296.03192070183786,301.40692529073493,308.73193559401204,317.5324068497737
5.05,1.73198411075,2057.65181285172,274.7795911476813,165749.35311025893,3340948.3832354313,1,132891.363657244,1223.4627426957861,-202.6115154159561,132688.75214182804,318.22203686224776,426.1608833423377,439.63464881492285,439.6348368269909,317.54183102495347,308.75448853930146,301.43673182144414,296.0645129026344,292.822232309641,291.74266678853246,292.822232309641,296.0645129026344,301.43673182144414,308.75448853930146,317.54183102495347
5.055,1.7313733607500001,2060.49936113172,274.76109406890265,165573.88402453862,3338877.984721166,1,132629.66779029847,1222.6516058097445,-202.73541709482453,132426.93237320363,318.19627254603216,426.0282456924766,439.4888169058687,439.4884632732155,317.55117245258197,308.77695168030385,301.4664700584788,296.0970697672882,292.85529017851286,291.7756698742365,292.85529017851286,296.0970697672882,301.4664700584788,308.77695168030385,317.55117245258197
5.0600000000000005,1.73076261075,2063.3469094117204,274.74259700669046,165398.55564721613,3336808.3978875694,1,132368.8820566404,1221.8404619470334,-202.85882773960873,132166.0232289008,318.17009121707514,425.89608214232146,439.3430416669574,439.3426694216027,317.56043098398015,308.7993254536813,301.49614017680926,296.1295912062442,292.8883395519769,291.80867463470094,292.8883395519769,296.1295912062442,301.49614017680926,308.7993254536813,317.56043098398015
5.065,1.73015186075,2066.1944576917203,274.72409996104454,165223.36789520792,3334739.622515911,1,132108.82152070632,1221.029480706822,-202.9817523807984,131905.83976832553,318.1436614427883,425.76422819968394,439.19732308988813,439.19725179521373,317.56960750614263,308.8216102831487,301.52574235136234,296.1620771314173,292.9213801738488,291.8416807590165,292.9213801738488,296.1620771314173,301.52574235136234,308.8216102831487,317.56960750614263
5.07,1.72954111075,2069.0420059717203,274.70560293196496,165048.32068546687,3332671.6583875013,1,131848.89032918107,1220.2192205610463,-203.1041948468929,131645.78613433416,318.1175400833376,425.6321476105258,439.0516611663603,439.0515462208643,317.5787026987516,308.84380659569945,301.55527675684755,296.19452745617303,292.95441178967695,291.87468793794693,292.95441178967695,296.19452745617303,301.55527675684755,308.84380659569945,317.5787026987516
5.075,1.72893036075,2071.8895542517203,274.68710591945165,164873.41393498177,3330604.505283686,1,131589.2570670395,1219.4095226702518,-203.22615519668648,131386.0309118428,318.0915699647565,425.4999926742005,438.9060558880731,438.90574121592226,317.587716592506,308.86591481833324,301.58474356783586,296.22694209530664,292.9874341467377,291.90769586393066,292.9874341467377,296.22694209530664,301.58474356783586,308.86591481833324,317.587716592506
5.08,1.72831961075,2074.7371025317198,274.6686089235047,164698.6475607781,3328538.162985854,1,131330.3316373062,1218.5999987472214,-203.3476345863048,131126.9840027199,318.0653640583489,425.3681345308606,438.7605072467262,438.76029663578277,317.5966494066853,308.88793536813364,301.61414295878603,296.2593209650235,293.0204469940297,291.9407042310827,293.0204469940297,296.2593209650235,301.61414295878603,308.88793536813364,317.5966494066853
5.085,1.72770886075,2077.5846508117197,274.65011194412386,164524.02147991705,3326472.631275427,1,131071.81703776296,1217.790926677034,-203.46863677087543,130868.34840099208,318.0392004921123,425.2363062143575,438.6150152340186,438.6148817289398,317.6055018073839,308.9098686554521,301.6434751039179,296.2916639829207,293.0534500822685,291.97371273519576,293.0534500822685,296.2916639829207,301.6434751039179,308.9098686554521,317.6055018073839
5.09,1.72709811075,2080.4321990917197,274.6316149813093,164349.5356094959,3324407.9099338646,1,130813.73011970407,1216.9822890463026,-203.58916361563985,130610.14095608842,318.0130625703162,425.10452382671224,438.46957984165005,438.46951643469095,317.61427413522557,308.9317150909399,301.6727401771381,296.3239710679669,293.08644316388103,292.00672107374174,293.08644316388103,296.3239710679669,301.6727401771381,308.9317150909399,317.61427413522557
5.095,1.72648736075,2083.2797473717196,274.613118035061,164175.1898666487,3322343.998742675,1,130556.34328451619,1216.1738257089398,-203.70921709983375,130352.63406741635,317.9866900960616,424.97303507480547,438.3242010613197,438.32450788355186,317.6229667501468,308.9534750805592,301.7019383520751,296.35624214048215,293.11942599299977,292.0397289458724,293.11942599299977,296.35624214048215,301.7019383520751,308.9534750805592,317.6229667501468
5.1000000000000005,1.7258766107499999,2086.12729565172,274.59462110537885,164000.9841685452,3320280.897483399,1,130298.67095668473,1215.3664702942513,-203.82880092341284,130094.84215576132,317.9610206171282,424.8409481333143,438.17887888472706,438.1787502163471,317.6315803077084,308.9751490260172,301.73106980203687,296.38847712211805,293.15239832545706,292.0727360524204,293.15239832545706,296.38847712211805,301.73106980203687,308.9751490260172,317.6315803077084
5.105,1.7252749017,2088.95302685064,274.5762659101317,163829.0798728135,3318242.7921813573,1,130044.77440908272,1214.5686341199212,-203.9473802356799,129840.82702884704,317.9353887387556,424.7108642504081,438.0355525326684,438.0352421993177,317.64011439252675,308.99673732941034,301.76013469997577,296.4206759358383,293.1853599187792,292.1057420958997,293.1853599187792,296.4206759358383,301.76013469997577,308.99673732941034,317.64011439252675
5.11,1.7246732017,2091.77873621064,274.5579108730575,163657.31432199734,3316205.5037703905,1,129792.01982566912,1213.7705363821337,-204.0655101669683,129587.95431550215,317.90908593606133,424.58148654042685,437.89228315540294,437.89260275287387,317.64857299934016,309.01824037683696,301.78913321852565,296.4528385058989,293.2183105321804,292.1387467805061,293.2183105321804,296.4528385058989,301.78913321852565,309.01824037683696,317.64857299934016
5.115,1.7240715017,2094.60444557064,274.53955585229625,163485.68527086958,3314169.0078196316,1,129539.06026328444,1212.973444413824,-204.18319747170034,129334.87706581273,317.88339738140996,424.4515955152284,437.74906880298823,437.74931935202756,317.6569572155541,309.0396586062919,301.8180655297866,296.4849647578298,293.2512499265565,292.1717498121173,293.2512499265565,296.4849647578298,301.8180655297866,309.0396586062919,317.6569572155541
5.12,1.7234698017,2097.43015493064,274.521200847848,163314.19263949225,3312133.30411711,1,129286.18885294489,1212.1770806020527,-204.30043983401754,129081.88841311088,317.8580450255678,424.32145652059285,437.60590946742985,437.60572092119986,317.6652666603356,309.06099246163205,301.8469318061542,296.5170546184133,293.284177864479,292.20475089829296,293.284177864479,296.5170546184133,301.8469318061542,309.06099246163205,317.6652666603356
5.125,1.7228681017,2100.2558642906397,274.50284585971264,163142.83634796191,3310098.3924508975,1,129034.2428512317,1211.3806443438893,-204.41723685776822,128829.82561437393,317.83222160982456,424.19183097028747,437.4628051407327,437.4627523793531,317.6735012828262,309.0822423699595,301.875732220419,296.5491080156759,293.3170941101884,292.2377497482745,293.3170941101884,296.5491080156759,301.875732220419,309.0822423699595,317.6735012828262
5.13,1.7222664017,2103.0815736506397,274.4844908878902,162971.61631640978,3308064.272609102,1,128782.7533281069,1210.5845803756495,-204.53359346360907,128578.2197346433,317.8063763145226,424.0622944236475,437.3197558149024,437.31988708423535,317.6816619459522,309.10340874718304,301.90446694551764,296.5811248788821,293.3499984295882,292.2707460729847,293.3499984295882,296.5811248788821,301.90446694551764,309.10340874718304,317.6816619459522
5.135,1.7216647017,2105.9072830106397,274.4661359323807,162800.53246500166,3306030.944379868,1,128531.4239747491,1209.7891713695408,-204.64951158106282,128326.77446316803,317.7807958369135,423.9325779277454,437.17676148194414,437.1767910869057,317.68974899810206,309.1244920123305,301.9331361543759,296.6131051385238,293.3828905902384,292.30373958502713,293.3828905902384,296.6131051385238,301.9331361543759,309.1244920123305,317.68974899810206
5.14,1.7210630017000002,2108.7329923706397,274.44778099318404,162629.5847139376,3303998.407551377,1,128280.49451934395,1208.9941871802364,-204.76499128083438,128075.72952806311,317.75524810437446,423.80290001085007,437.0338221338633,437.03373562541606,317.69776246793487,309.14549257958816,301.96174001997576,296.64504872630806,293.4157703613495,292.3367299986854,293.4157703613495,296.64504872630806,301.96174001997576,309.14549257958816,317.69776246793487
5.1450000000000005,1.7204613017,2111.55870173064,274.4294260703002,162458.7729834528,3301966.6619118527,1,128029.99806912392,1208.1995946252034,-204.88003417912864,127825.11803494478,317.72970009714373,423.6732916461688,436.8909377626652,436.89075915746093,317.7057026495509,309.1664108535625,301.990278715298,296.6769555751463,293.4486375137762,292.36971702992236,293.4486375137762,296.6769555751463,301.990278715298,309.1664108535625,317.7057026495509
5.15,1.7198596017,2114.3844110906402,274.4110711637293,162288.09719381647,3299935.707249548,1,127780.0608477569,1207.405270540746,-204.99464211195067,127575.06620564495,317.7040272541018,423.54386891786015,436.7481083603553,436.74800591197874,317.71356987458233,309.1872472336305,302.0187524131945,296.7088256191422,293.48149182001134,292.4027003963788,293.48149182001134,296.7088256191422,302.0187524131945,309.1872472336305,317.71356987458233
5.155,1.7192579017,2117.2101204506403,274.39271627347114,162117.55726533246,3297905.543352759,1,127530.96191081505,1206.6109433315091,-205.10881771808593,127325.85309309697,317.67795357815305,423.4148879602331,436.6053339189389,436.60579425571643,317.7213646123542,309.2080021146709,302.0471612863301,296.74065879357863,293.5143330541796,292.43567981737255,293.5143330541796,296.74065879357863,302.0471612863301,309.2080021146709,317.7213646123542
5.16,1.7186562017,2120.03582981064,274.3743613995258,161947.15311833905,3295876.1700098123,1,127281.69335051432,1205.8175826334011,-205.22256538977155,127076.47078512455,317.6524661688838,423.285429806048,436.4626144304216,436.4629822928008,317.7290876331779,309.2286758893039,302.07550550713796,296.77245503490354,293.54716099203114,292.46865501389675,293.54716099203114,296.77245503490354,302.07550550713796,309.2286758893039,317.7290876331779
5.165,1.7180545017,2122.86153917064,274.3560065418932,161776.88467320934,3293847.587009083,1,127032.48212187937,1205.0249712027537,-205.33588313612842,126827.14623874324,317.627345508034,423.15570100337345,436.3199498868085,436.3198264103435,317.73673861034825,309.24926895255714,302.1037852478097,296.80421428071566,293.5799754109356,292.5016257086186,293.5799754109356,296.80421428071566,302.1037852478097,309.24926895255714,317.73673861034825
5.17,1.7174528017000001,2125.68724853064,274.33765170057336,161606.75185035044,3291819.7941389694,1,126784.1781470792,1204.23228649337,-205.44877046112927,126578.72937661808,317.6017533715495,423.02647903782923,436.17734028010534,436.1772930504521,317.74431747391304,309.2697816850203,302.13200068035724,296.83593646975044,293.61277608987564,292.53459162587757,293.61277608987564,296.83593646975044,302.13200068035724,309.2697816850203,317.74431747391304
5.175,1.7168511017,2128.51295789064,274.31929687556624,161436.75457020433,3289792.7911879187,1,126536.39936811043,1203.4398945101889,-205.56123226637965,126330.83813584405,317.57606327308235,422.8974164356978,436.03478560231736,436.03495041507,317.75182508099874,309.2902144572081,302.1601519764149,296.86762154186704,293.64556280944043,292.5675524916836,293.64556280944043,296.86762154186704,302.1601519764149,309.2902144572081,317.75182508099874
5.18,1.7162494017,2131.33866725064,274.3009420668718,161266.8927532472,3287766.5779444086,1,126288.97527241879,1202.6479587315637,-205.67327100423302,126083.30200141456,317.55044283097646,422.76835813353284,435.89228584545003,435.89260570383476,317.7592618676429,309.3105676440333,302.1882393071144,296.89926943803306,293.6783353518195,292.60050803371524,293.6783353518195,296.89926943803306,302.1882393071144,309.3105676440333,317.7592618676429
5.1850000000000005,1.7156477017,2134.1643766106404,274.2825872744901,161097.16631998992,3285741.154196956,1,126041.21769159712,1201.8571475338174,-205.7848880482835,125835.43280354884,317.52557754400027,422.63867377648086,435.74984100150897,435.7494746930257,317.7666280843362,309.33084161822825,302.21626284318387,296.93088010030715,293.71109350079604,292.63345798131735,293.71109350079604,296.93088010030715,302.21626284318387,309.33084161822825,317.7666280843362
5.19,1.7150460017,2136.9900859706404,274.264232498421,160927.57519097754,3283716.519734116,1,125794.52642058395,1201.0661007235067,-205.89608044599072,125588.63034013796,317.50007465035515,422.5096462304763,435.6074510624995,435.6071531278876,317.77392323837205,309.3510367475689,302.2442227549441,296.962453471824,293.7438370417405,292.6664020654991,293.7438370417405,296.962453471824,302.2442227549441,309.3510367475689,317.77392323837205
5.195,1.7144443017,2139.81579533064,274.2458777386646,160758.11928678953,3281692.674344473,1,125548.14925501253,1200.2755463416054,-206.00685414638545,125342.14240086614,317.4746808348253,422.38058775085574,435.4651160204272,435.4647855249454,317.78114836572576,309.3711533836604,302.2721192122613,296.9939894967794,293.7765657616039,292.6993400189314,293.7765657616039,296.9939894967794,302.2721192122613,309.3711533836604,317.78114836572576
5.2,1.7138426017000001,2142.64150469064,274.22752299522074,160588.7985280402,3279669.617816665,1,125302.73004745279,1199.4848546393462,-206.11721029744598,125096.61283715534,317.4487494379864,422.2520904129659,435.32283586729767,435.3231087990868,317.788303677511,309.3911918857907,302.2999523843303,297.0254881204151,293.809279448911,292.73227157594476,293.809279448911,297.0254881204151,302.2999523843303,309.3911918857907,317.788303677511
5.205,1.71324974285,2145.44570146476,274.2093080055569,160421.6981985847,3277670.8933456773,1,125060.1880984179,1198.7041093914631,-206.22663133653964,124853.96146708136,317.42356254775086,422.1248798378421,435.1824937497233,435.1827983000458,317.79539008418953,309.41115260807726,302.3277224398283,297.0569492890005,293.84197789375384,292.76519647252627,293.84197789375384,297.0569492890005,302.3277224398283,309.41115260807726,317.79539008418953
5.21,1.7126568928500001,2148.24987670476,274.19109317183546,160254.7317838676,3275672.9646178912,1,124817.40980997754,1197.924382572063,-206.33565701560562,124611.07415296194,317.3990297269139,421.99714240900363,435.04220689474727,435.04182412588176,317.8024105662623,309.43103591030695,302.3554295468673,297.0883729498174,293.87466088778444,292.7981144463171,293.87466088778444,297.0883729498174,302.3554295468673,309.43103591030695,317.8024105662623
5.215,1.71206404285,2151.05405194476,274.17287835417886,160087.89711819025,3273675.8078530286,1,124576.1482888731,1197.1439455244465,-206.44428527234155,124369.70400360075,317.37337849613385,421.870491806481,434.90197340887966,434.9021958432334,317.8093646925661,309.4508421893953,302.3830738731139,297.11975905114434,293.9073282242083,292.8310252366095,293.9073282242083,297.11975905114434,302.3830738731139,309.4508421893953,317.8093646925661
5.22,1.7114711928500002,2153.85822718476,274.1546635525871,159921.19412491925,3271679.4228459597,1,124334.76524405077,1196.3643987737225,-206.55252465086406,124128.2127193999,317.34826008870317,421.74342309904534,434.76179328441845,434.76203950879164,317.8162539426459,309.4705718260963,302.4106555863853,297.1511075422427,293.93997969777706,292.863928584344,293.93997969777706,297.1511075422427,302.4106555863853,309.4705718260963,317.8162539426459
5.2250000000000005,1.71087834285,2156.6624024247603,274.1364487670602,159754.62272745383,3269683.8093915842,1,124093.28272631636,1195.5857227341069,-206.66037326772764,123886.62235304863,317.32365604598704,421.61595572784165,434.6216665136617,434.62137900408794,317.8230780055019,309.4902252147045,302.43817485441275,297.182418373353,293.97261510478165,292.8968242321062,293.97261510478165,297.182418373353,302.43817485441275,309.4902252147045,317.8230780055019
5.23,1.71028549285,2159.4665776647603,274.11823399759805,159588.18284922643,3267688.9672848443,1,123853.04180243556,1194.8065985545495,-206.7678294416111,123646.27397299395,317.29820242621304,421.4893258914001,434.4815930889076,434.48175450259873,317.82983660479067,309.50980273527057,302.4656318450663,297.21369149568693,294.0052342430452,292.92971192412335,294.0052342430452,297.21369149568693,302.4656318450663,309.50980273527057,317.82983660479067
5.235,1.70969264285,2162.2707529047602,274.1000192442007,159421.8744137023,3265694.8963207146,1,123612.96855962295,1194.028078538491,-206.87490000905225,123406.0936596139,317.2729886388895,421.3625457506279,434.34157300245397,434.341935316794,317.8365309261464,309.5293047545689,302.4930267261475,297.2449268614233,294.0378369119163,292.96259140626125,294.0378369119163,297.2449268614233,302.4930267261475,309.5293047545689,317.8365309261464
5.24,1.70909979285,2165.07492814476,274.0818045068682,159255.6973443795,3263701.596294206,1,123372.62712518466,1193.2505933541056,-206.98158496165718,123165.645540223,317.2484628062784,421.23521275210175,434.2016062465991,434.20141945590814,317.84316097997834,309.54873164884896,302.5203596652034,297.27612442370076,294.070422912262,292.99546242602077,294.070422912262,297.27612442370076,302.5203596652034,309.54873164884896,317.84316097997834
5.245,1.7085069428500002,2167.87910338476,274.06358978560036,159089.65156478915,3261709.067000367,1,123132.98349974069,1192.4731907177388,-207.0878815745904,122925.89561816609,317.22363749119285,421.1082183739426,434.061692813641,434.0613180430628,317.8497263103784,309.56808378557815,302.5476308296938,297.3072841366077,294.1029920464613,293.0283247325341,294.1029920464613,297.3072841366077,302.5476308296938,309.56808378557815,317.8497263103784
5.25,1.70791409285,2170.68327862476,274.04537508039726,158923.73699849506,3259717.308234277,1,122893.8945284402,1191.6960090844025,-207.19379329081258,122686.70073514938,317.19865652559463,420.98143192740156,433.92183269587764,433.9214682939823,317.8562275198938,309.5873615165811,302.5748403868743,297.338405955175,294.135544118398,293.0611780765613,294.135544118398,297.338405955175,302.5748403868743,309.5873615165811,317.8562275198938
5.255,1.70732124285,2173.48745386476,274.02716039125886,158757.95356909416,3257726.3197910585,1,122655.18839045386,1190.9192164822384,-207.29932262926124,122447.8890678246,317.1736950740394,420.85469565592905,433.78202588560725,433.7816735341476,317.86266505224523,309.6065651946936,302.6019885035778,297.36948983536723,294.1680789334544,293.09402221048646,294.1680789334544,297.36948983536723,302.6019885035778,309.6065651946936,317.86266505224523
5.26,1.70672839285,2176.29162910476,274.0089457181851,158592.30120021588,3255736.101465861,1,122417.06712033728,1190.142611030983,-207.40447101792216,122209.66264931936,317.1485431372352,420.72819737359947,433.64227237512796,433.6421680746129,317.86903916373484,309.62569517129754,302.6290753462569,297.4005357340704,294.2005962985044,293.1268568883138,294.2005962985044,297.4005357340704,302.6290753462569,309.62569517129754,317.86903916373484
5.265,1.70613554285,2179.09580434476,273.99073106117606,158426.7798155229,3253746.6530538755,1,122179.36778913972,1189.366352181038,-207.50924116911068,121971.85854797061,317.12336725093644,420.6017874501574,433.502572156738,433.5027653270998,317.8753503308548,309.6447517934948,302.6561010809879,297.43154360908085,294.23309602190676,293.1596818656639,294.23309602190676,297.43154360908085,302.6561010809879,309.6447517934948,317.8753503308548
5.2700000000000005,1.70554269285,2181.899979584761,273.9725164202316,158261.38933871037,3251757.9743503276,1,121941.83842447055,1188.5906893558042,-207.61363475676063,121734.22478971379,317.0984286264444,420.47523307458073,433.36292522273527,433.36317473982075,317.88159885171723,309.6637354075979,302.6830658734304,297.4625134190943,294.2655779134982,293.19249689976954,294.2655779134982,297.4625134190943,302.6830658734304,309.6637354075979,317.88159885171723
5.275,1.70494984285,2184.7041548247607,273.9543017953518,158096.1296935066,3249770.0651504803,1,121704.17076386385,1187.8159301362407,-207.71765186999616,121496.45311199385,317.07405032406047,420.34824826029563,433.22333156541816,433.2230391490073,317.88778475236427,309.68264635642146,302.7099698888417,297.4934451236947,294.2980417845868,293.22530174947156,294.2980417845868,297.4934451236947,302.7099698888417,309.68264635642146,317.88778475236427
5.28,1.70435699285,2187.5083300647607,273.93608718653655,157931.00080367236,3247782.925249628,1,121467.39837567354,1187.041044554902,-207.82129068134998,121259.57708499218,317.0491548677002,420.2217917848752,433.0837911770847,433.08355531731354,317.8939077299313,309.7014849752239,302.73681329204953,297.5243386833433,294.33048744794525,293.2580961752149,294.33048744794525,297.5243386833433,302.73681329204953,309.7014849752239,317.8939077299313
5.285,1.70376414285,2190.3125053047606,273.9178725937859,157766.00259300167,3245796.554443104,1,121231.35879019693,1186.2661903945523,-207.92455594385484,121023.43423425307,317.02390702639457,420.0957150387736,432.9443040500333,432.9445380009367,317.89996861033046,309.72025158690457,302.7635962473627,297.55519405936764,294.3629147178037,293.29087993904415,294.3629147178037,297.55519405936764,302.7635962473627,309.72025158690457,317.89996861033046
5.29,1.70317129285,2193.1166805447606,273.8996580170998,157601.13498532088,3243810.9525262765,1,120994.93341158135,1185.4924842717849,-208.02745134193853,120786.90596023941,316.99947945088815,419.9689798363323,432.8048701765619,432.80469064309915,317.9059680358778,309.73894651962763,302.79031891841174,297.5860112139496,294.395323409843,293.32365280459913,294.395323409843,297.5860112139496,302.79031891841174,309.73894651962763,317.9059680358778
5.295,1.7025784428500002,2195.9208557847605,273.8814434564782,157436.3979044895,3241826.119294549,1,120759.31083421907,1184.718738066412,-208.12997347264275,120551.18086074642,316.97462507478144,419.84269031390545,432.66548954896894,432.6653921538606,317.9119054330052,309.7575701038441,302.81698146826267,297.6167901101108,294.42771334118805,293.3564145371108,294.42771334118805,297.6167901101108,302.81698146826267,309.7575701038441,317.9119054330052
5.3,1.70198559285,2198.7250310247605,273.86322891192117,157271.79127439958,3239842.054543362,1,120524.1019094888,1183.9453384848293,-208.23212651657605,120315.86978297222,316.94975055833726,419.7164862424546,432.5261621595524,432.5261926797779,317.9177815288306,309.77612265362825,302.84358405948245,297.6475307117006,294.46008433040055,293.3891649033964,294.46008433040055,297.6475307117006,302.84358405948245,309.77612265362825,317.9177815288306
5.305,1.70140123435,2201.5080133988404,273.84515204169105,157109.298331914,3237881.377318036,1,120291.79940848968,1183.1812896010479,-208.3333992055894,120083.4660092841,316.92539421840786,419.591701473484,432.38868789732595,432.38853311217395,317.92359662283144,309.79460448705197,302.8701268539164,297.6782329833851,294.49243619747193,293.4219036718551,294.49243619747193,297.6782329833851,302.8701268539164,309.79460448705197,317.92359662283144
5.3100000000000005,1.70081688435,2204.290974558841,273.8270753250794,156946.93468605177,3235921.4752353257,1,120060.29563017756,1182.4171892391334,-208.4343216200374,119851.86130855752,316.9005993345518,419.46736984150436,432.2512672435978,432.2514320847468,317.9293537141894,309.81301591951495,302.89661001278387,297.70889689063284,294.52476876381655,293.45463061246323,294.52476876381655,297.70889689063284,302.89661001278387,309.81301591951495,317.9293537141894
5.315,1.70023253435,2207.073935718841,273.8089986242901,156784.6982764706,3233962.3254468995,1,119828.67348317897,1181.6539467566956,-208.53489816013132,119620.13858501884,316.8763352928848,419.3426388482352,432.1138983885351,432.11382419726,317.93505347852977,309.8313573050828,302.9230336966687,297.73952239970265,294.55708185226445,293.48734549676965,294.55708185226445,297.73952239970265,302.9230336966687,309.8313573050828,317.93505347852977
5.32,1.69964818435,2209.8568968788404,273.7909219393231,156622.58902965323,3232003.9277541484,1,119597.82955028828,1180.890658850587,-208.63512689474135,119389.19442339354,316.85164807359416,419.21834450543935,431.97658132471213,431.9767546212574,317.94069559364414,309.8496289997788,302.94939806614195,297.7701094776313,294.58937528705405,293.52004809789094,294.58937528705405,297.7701094776313,302.94939806614195,309.8496289997788,317.94069559364414
5.325,1.69906383435,2212.6398580388404,273.7728452701783,156460.60687211368,3230046.281958493,1,119367.06764772785,1180.128025699201,-208.73501161462897,119158.33263611322,316.8272788136846,419.0938384818967,431.8393160447026,431.83941267317437,317.9462807184029,309.8678313462717,302.9757032818039,297.8006580922311,294.6216488938252,293.5527381905065,294.6216488938252,297.8006580922311,302.9757032818039,309.8678313462717,317.9462807184029
5.33,1.69847948435,2215.4228191988404,273.7547686168558,156298.75173039734,3228089.387861389,1,119136.93916968102,1179.3654896909852,-208.83455168755918,118928.10461799346,316.80263732835976,418.9696358907188,431.7021025410808,431.70244260880156,317.95180875309666,309.88596468928046,303.00194950409104,297.831168212088,294.65390249961183,293.5854155508536,294.65390249961183,297.831168212088,303.00194950409104,309.88596468928046,317.95180875309666
5.335,1.6978951343500002,2218.2057803588405,273.7366919793555,156137.02353108136,3226133.245264334,1,118906.76598066477,1178.603735632054,-208.93375000335615,118697.83223066141,316.7784505929193,418.84510397650484,431.5649408064207,431.56505280696393,317.9572802017921,309.904029363914,303.0281368933242,297.8616398065568,294.6861359328352,293.61807995672245,294.6861359328352,297.8616398065568,303.0281368933242,309.904029363914,317.9572802017921
5.34,1.6973107843500002,2220.98874151884,273.71861535767744,155975.4222007734,3224177.8539688443,1,118676.73784283828,1177.8425724617973,-209.03260515529445,118467.70523768298,316.7545170803952,418.72041969035706,431.4278308332964,431.4274644433535,317.9626948317682,309.92202570519214,303.0542656095769,297.89207284575707,294.7183490232969,293.6507311874511,294.7183490232969,297.89207284575707,303.0542656095769,309.92202570519214,317.9626948317682
5.345,1.6967264343500001,2223.77170267884,273.7005387518215,155813.94766611332,3222223.2137764865,1,118447.61985202956,1177.0812224102451,-209.13111698598917,118238.48873504357,316.73000995760685,418.5962995091237,431.290772614282,431.2905742958733,317.9680526244348,309.93995403678247,303.08033581269314,297.92246730056706,294.75054160217195,293.68336902392014,294.75054160217195,297.92246730056706,303.08033581269314,309.93995403678247,317.9680526244348
5.3500000000000005,1.69614208435,2226.5546638388405,273.6824621617877,155652.59985377174,3220269.32448885,1,118218.7530256177,1176.3203517859056,-209.22929020134652,118009.52373541635,316.7056383580116,418.4721282586705,431.1537661419515,431.1536124708128,317.97335439478525,309.95781467461694,303.10634766213286,297.95282314261806,294.7827135020019,293.71599324854793,294.7827135020019,297.95282314261806,303.10634766213286,309.95781467461694,317.97335439478525
5.355,1.6955577343500001,2229.3376249988405,273.6643855875761,155491.37869045095,3218316.185907568,1,117990.04520126882,1175.5600542236493,-209.32712530194033,117780.71807596688,316.6815029969076,418.3478198077129,431.0168114088792,431.01647101139093,317.978600236714,309.97560793986406,303.1323013168765,297.98314034428626,294.81486455668835,293.74860364528496,294.81486455668835,297.98314034428626,303.1323013168765,309.97560793986406,317.978600236714
5.36,1.6949733843500001,2232.1205861588405,273.64630902918657,155330.28410288467,3216363.7978343037,1,117761.98312477917,1174.7998328391618,-209.42462222708676,117552.55850255208,316.65707408221976,418.22383090452155,430.87990840763916,430.879721912025,317.98379014780687,309.9933341477393,303.1581969355314,298.01341887868364,294.8469946014859,293.7811999996089,294.8469946014859,298.01341887868364,303.1581969355314,309.9933341477393,317.98379014780687
5.365,1.69438903435,2234.9035473188405,273.62823248661914,155169.31601783715,3214412.160070748,1,117534.11085029399,1174.0401509061055,-209.52178401962578,117324.58906627436,316.6328468620998,418.09973497312274,430.7430571308054,430.74283091053735,317.9889246574934,310.01099360620924,303.1840346762633,298.04365871965024,294.87910347299555,293.81378209851897,294.87910347299555,298.04365871965024,303.1840346762633,310.01099360620924,317.9889246574934
5.37,1.69380468435,2237.68650847884,273.61015595987385,155008.47436210504,3212461.27241864,1,117306.584565904,1173.280848490261,-209.61861082346542,117096.96595508054,316.60865103029164,417.9756788735394,430.6062575709524,430.60598191741315,317.9940037981725,310.02858662433584,303.2098146967102,298.0738598417459,294.9111910091579,293.8463497305309,294.9111910091579,298.0738598417459,303.2098146967102,310.02858662433584,317.9940037981725
5.375,1.69322033435,2240.46946963884,273.5920794489505,154847.75906251528,3210511.1346797417,1,117079.51859473683,1172.5218072928528,-209.7151037944351,116869.80349094239,316.58436027976967,417.8517706981572,430.469509720654,430.4693104036725,317.9990277755732,310.0461135046377,303.2355371540263,298.1040222202406,294.94325704924626,293.8789026856713,294.94325704924626,298.1040222202406,303.2355371540263,310.0461135046377,317.9990277755732
5.38,1.69263598435,2243.25243079884,273.5740029538493,154687.17004592685,3208561.746655855,1,116853.19379795736,1171.7627369942186,-209.81126481997845,116643.38253313738,316.5596631467175,417.7282756579472,430.3328135724845,430.33314893405617,318.00399692067765,310.0635745459317,303.26120220480755,298.13414583110574,294.97530143385995,293.91144075547226,294.97530143385995,298.13414583110574,303.26120220480755,310.0635745459317,318.00399692067765
