Time (sec),Mach Number,Altitude (ft)
3.43,1.091347036394413,3689.244565557753
3.44,1.090001921219994,3702.112735067158
3.45,1.0886276173074227,3714.6148270506833
3.46,1.08721673107152,3726.934916849585
3.47,1.085749434442166,3738.213746074148
3.48,1.0842958261641047,3749.1108505197035
3.49,1.0829095709606726,3759.8180805577426
3.5,1.0813427380595377,3770.074519969744
3.51,1.0798907860169864,3779.701516898469
3.52,1.0785432679676756,3789.7054882076086
3.53,1.0773395675771087,3800.3676596537107
3.54,1.0760992056135716,3811.7877904673414
3.54,1.0748497706705165,3823.6708418754547
3.55,1.0736207704690772,3835.853428244326
3.56,1.0722834339433729,3847.099128343729
3.57,1.0709913250318648,3858.590953411107
3.58,1.0696070986392734,3870.118986804613
3.59,1.0681047133250954,3881.8089466996153
3.6,1.0667380453442268,3893.3533123776774
3.61,1.065394710144174,3904.5948701776715
3.62,1.0640651410337467,3915.739059285061
3.63,1.0627602766046638,3926.669419483377
3.64,1.0614677874827565,3937.5372633964266
3.65,1.0601664339935346,3947.825008305004
3.66,1.058816519028873,3958.7949762787894
3.67,1.0575417183309834,3968.6629904481433
3.68,1.0562116354095616,3979.0187118241174
3.69,1.0548964340587312,3989.491085890512
3.7,1.0535259385990163,4000.1495526430795
3.71,1.0521558101836475,4010.0380172176915
3.72,1.0507038887697475,4020.1978779021765
3.73,1.049204497665088,4030.0724703036985
3.74,1.0476895077133974,4039.2156350215146
3.75,1.0461210558728595,4048.6703702473483
3.76,1.0445376629892937,4057.7739519418055
3.77,1.0429887598006624,4067.1716785618028
3.78,1.0413450743048167,4076.923628357347
3.79,1.0396962820507405,4086.627791572384
3.8,1.038063237616997,4096.157943712282
3.81,1.0364295872583469,4106.3673795324
3.82,1.0346734356265186,4116.721688031059
3.83,1.0330904866922699,4126.076202719586
3.84,1.0317037727223057,4135.38912602323
3.85,1.03052260405142,4144.815742563027
3.86,1.0294595956302492,4154.821188008571
3.86,1.0284883706873318,4165.637216863195
3.87,1.0275116149807657,4175.58927506114
3.88,1.026599660008429,4185.595923707809
3.89,1.0257244104972827,4195.697047248034
3.9,1.0247456710515084,4205.940317580724
3.91,1.0236632776100476,4215.793712617498
3.92,1.0226991798840472,4226.076988384107
3.93,1.0217847215934033,4236.671276063772
3.94,1.0208956187004141,4247.156293298772
3.95,1.0200617312647653,4257.912156936506
3.96,1.0193043739673608,4268.519601462779
3.97,1.0184933113751975,4279.606202439977
3.98,1.0175884818145116,4290.560308801609
3.99,1.0164996038104286,4302.167254317656
4.0,1.0151986242761646,4313.199358693906
4.01,1.0138000759558576,4324.829874719286
4.02,1.0123744994898285,4336.714383443836
4.03,1.010989144826687,4348.625431975491
4.04,1.0096304809468934,4360.358312223991
4.05,1.0085356487042985,4372.298290336165
4.06,1.007573960351941,4384.019117835166
4.07,1.0066795022037116,4395.850164386803
4.08,1.0058301247067065,4407.76770064773
4.09,1.004910492628549,4419.545143681383
4.1,1.004040352461868,4431.683042071022
4.11,1.003134886456388,4443.995791005114
4.12,1.0022510598779266,4456.210878617384
4.13,1.0013158346877697,4468.889931191242
4.14,1.0002774573910824,4481.909865265528
4.15,0.9993062316917242,4495.148344243003
4.16,0.998477585882545,4508.352319349631
4.17,0.9976849888325819,4522.103312215144
4.18,0.996937764548946,4535.516648713533
4.18,0.9962435992894737,4548.9985931926685
4.19,0.9955699532814433,4563.183525847693
4.2,0.994846575941657,4577.430115344956
4.21,0.994118298560122,4591.4607005187545
4.22,0.993303056129256,4606.108971782695
4.23,0.9923570814816883,4620.836794901371
4.24,0.9914613078500052,4635.611231025511
4.25,0.9906031449690357,4649.658299959144
4.26,0.9896152164823724,4663.973903410016
4.27,0.9887262095710185,4678.007228900656
4.28,0.9879172766002929,4691.260829220551
4.29,0.9871258481696584,4704.167066235967
4.3,0.9864291779575912,4716.358300362051
4.31,0.9856197320188589,4728.545067161963
4.32,0.9848121482559169,4739.56059345276
4.33,0.983993418931544,4750.264104557634
4.34,0.9831253578786876,4760.688782641984
4.35,0.9821600362979933,4771.0649244148635
4.36,0.9811981535685843,4781.162906634919
4.37,0.980379708943831,4790.789889419581
4.38,0.9795366933346419,4801.093143867798
4.39,0.9787159437358433,4810.847116073366
4.4,0.9778779796290975,4820.93442191426
4.41,0.9770607964962839,4830.979094010093
4.42,0.9762980978899194,4841.738256081791
4.43,0.9755952038477406,4852.425876617407
4.44,0.974808189878618,4863.198418209154
4.45,0.9740287716096049,4874.435948200208
4.46,0.9732433792192596,4885.805664600024
4.47,0.9725574489711921,4897.798298386758
4.48,0.9718419685847525,4909.67938931291
4.49,0.9711572137713775,4922.400969360219
4.5,0.9704417901675512,4935.288360365967
4.5,0.9698781084629647,4947.225001434703
4.51,0.9692302515162152,4958.237571233841
4.52,0.9685765716410103,4968.839202549791
4.53,0.9678973378343786,4979.6317425101515
4.54,0.9671772062469829,4990.318468624855
4.55,0.9664030977237262,5000.991546768995
4.56,0.9657113228506803,5011.264283678798
4.57,0.9650187294725348,5022.007941084825
4.58,0.9642841814432069,5032.978702655286
4.59,0.9634778518662043,5043.6524532158755
4.6,0.9627325755073554,5054.853345398206
4.61,0.9619441559410846,5065.620695353901
4.62,0.9611946002576549,5076.2283754552955
4.63,0.9605670484988211,5086.891409498168
4.64,0.9598643060178297,5097.458105836023
4.65,0.9591976585501547,5108.567730386886
4.66,0.9585764314777212,5119.538925836068
4.67,0.9579269796968365,5130.58994818469
4.68,0.9571797006131634,5141.139995621203
4.69,0.9563439467441159,5152.103955425944
4.7,0.955527686765196,5162.225705885525
4.71,0.954608610159436,5172.736268351447
4.72,0.9537104684274731,5184.033926479005
4.73,0.9528744331999669,5194.671558929657
4.74,0.952014466365787,5205.812277389546
4.75,0.9513131591915829,5216.482697023053
4.76,0.9505647663350664,5227.095689176178
4.77,0.9498517054750625,5237.336523384971
4.78,0.9491225838400997,5247.966398581036
4.79,0.9484850796114873,5258.413804169386
4.8,0.947950508425892,5269.090880114119
4.81,0.9473577685146836,5280.530189705196
4.82,0.9468479955496549,5291.672102287247
4.82,0.9463425370453309,5303.17133435249
4.83,0.9458255556828046,5314.2788343311395
4.84,0.9452770889450489,5324.715610273085
4.85,0.9445722721572459,5335.337729170243
4.86,0.9438330807527493,5345.984491518674
4.87,0.9430492809445967,5356.411173377287
4.88,0.942327865269946,5367.390035291455
4.89,0.9415577623174789,5378.650573087456
4.9,0.9407773960035047,5389.9568867132375
4.91,0.9400297206206291,5400.751334019751
4.92,0.9392699013980664,5411.472580538561
4.93,0.9385902805528945,5421.951951807237
4.94,0.9379032370787915,5432.755781119912
4.95,0.9372556973170224,5442.940907307783
4.96,0.9366217542474823,5453.902101565729
4.97,0.9360525510659494,5464.256028365793
4.98,0.9354200172979206,5475.208040545834
4.99,0.93475084001977,5486.209541372469
5.0,0.9340704694596731,5497.068480641518
5.01,0.9334157922288825,5507.737171927741
5.02,0.9327635792807233,5518.1925819095295
5.03,0.9321173533927348,5528.427708701774
5.04,0.9314507367085229,5539.396949403075
5.05,0.9307355998451923,5549.561910073899
5.06,0.9300821687780954,5559.8439696421365
5.07,0.9294178783929031,5570.367617565371
5.08,0.9287638213952419,5580.646765654478
5.09,0.9281367632655891,5591.537733105323
5.1,0.9274164196937729,5601.847528800892
5.11,0.9267920719749889,5612.336060644672
5.12,0.9261395622038153,5622.413776427869
5.13,0.9254894874240386,5632.208395902047
5.14,0.9248692580869182,5642.785546996865
5.14,0.9242372540788512,5653.075091068618
5.15,0.9236879282871064,5663.9637847655995
5.16,0.9230749067845879,5674.882837262545
5.17,0.9225008956229885,5685.210608725571
5.18,0.9218277835062897,5695.711142954515
5.19,0.921076775225276,5706.682085339631
5.2,0.9203935528854721,5717.417579135932
5.21,0.9197266655519858,5727.916867253721
5.22,0.9190645148051967,5738.153668206196
5.23,0.9184272445450932,5748.740939856682
5.24,0.9178218335825186,5758.774605099208
5.25,0.9172155684252598,5769.040030674712
5.26,0.9165635610427174,5779.599297365084
5.27,0.9158882575623906,5790.123701040066
5.28,0.9151634743616532,5800.770554942639
5.29,0.9144099747198519,5810.218013334226
5.3,0.9136858270187901,5820.730621719898
5.31,0.9130226791822073,5831.299333778017
5.32,0.9123831955288804,5841.235271278959
5.33,0.9117193745469105,5851.729497446472
5.34,0.9110467135875856,5861.928483479161
5.35,0.9103695647538135,5872.87179094346
5.36,0.9097022792187457,5883.183874345821
5.37,0.9089933889929475,5892.755847329372
5.38,0.9083115665944345,5902.608695621616
5.39,0.9076747874770129,5912.441473295835
5.4,0.9071762783686683,5921.964561240282
5.41,0.9066734595871663,5931.699767617735
5.42,0.9061261115316722,5941.300350029006
5.43,0.9055841550501053,5950.3235842651275
5.44,0.9050727074727196,5960.050211503188
5.45,0.9045412426064006,5969.6950063473205
5.46,0.9039595345192072,5979.715999081865
5.46,0.9033686786218865,5989.6817072573
5.47,0.902813802656837,5999.144410943003
5.48,0.902236060252025,6008.776982066486
5.49,0.9016690993490375,6018.795470441582
5.5,0.901015160233112,6028.43619322879
5.51,0.900350365744231,6037.968700737623
5.52,0.8997859343083048,6047.5821968705095
5.53,0.8991627789287638,6057.831814543077
5.54,0.8985778665478528,6068.221977479558
5.55,0.8979770778352028,6077.648751706556
5.56,0.8973722929793372,6086.99731413332
5.57,0.8968321211930639,6096.821975599543
5.58,0.8961821195388858,6105.881094472976
5.59,0.8955804007135403,6115.154277639467
5.6,0.8949350579012704,6124.99764845312
5.61,0.8942816904718592,6135.151691817854
5.62,0.893600267792718,6145.11433684774
5.63,0.8928968829304873,6154.378949093691
5.64,0.8922556895313216,6163.890720162242
5.65,0.8915848491590133,6172.7872706039225
5.66,0.8909122686665686,6182.658289909047
5.67,0.8903309784653122,6192.243512918008
5.68,0.8897040006280118,6202.2552836272225
5.69,0.8891019889974807,6212.327535023295
5.7,0.8884880158596083,6221.441152409037
5.71,0.8878746618450121,6231.0082926143805
5.72,0.8872713444018533,6239.9734050685975
5.73,0.886693315710685,6249.698461742138
5.74,0.8860767951050126,6259.8803358465275
5.75,0.8855207674097476,6269.463493344296
5.76,0.8849860623350457,6278.749402250146
5.77,0.8845757534177914,6288.331277416486
5.78,0.8841322837874154,6297.645980005161
5.78,0.8837068662587354,6307.35268609355
5.79,0.8832165261179661,6316.921357584962
5.8,0.8826088581134152,6326.021802833215
5.81,0.8820224201067467,6335.460855828036
5.82,0.8813652265324247,6344.631991866031
5.83,0.8806933469236077,6354.2528027736635
5.84,0.880095473846439,6363.7782642449665
5.85,0.8795167979474736,6373.371833111829
5.86,0.8789971306010154,6381.980240489528
5.87,0.8784917011473915,6390.84558539876
5.88,0.8779770753770919,6399.163629858966
5.89,0.8773704394054958,6407.923433100202
5.9,0.8766872658845849,6416.86830778796
5.91,0.8760634121210953,6426.489725170122
5.92,0.8754140666451306,6436.1535058399095
5.93,0.8747973453632713,6446.025606210252
5.94,0.8741633945754514,6455.430476442707
5.95,0.873568967424559,6465.511534525581
5.96,0.8729705553659278,6474.853644774368
5.97,0.8725062768658702,6484.086875069342
5.98,0.8719795615368748,6493.4742769048535
5.99,0.8713942239432184,6502.602665663001
6.0,0.8707996023284404,6511.78401333297
6.01,0.8702576375708918,6520.654611997454
6.02,0.8696756136235735,6529.352707936546
6.03,0.8690881898055023,6538.5977116357535
6.04,0.868555740369315,6547.256489083714
6.05,0.8680377505424027,6556.278536938678
6.06,0.8674490827937238,6565.033074860936
6.07,0.8669144774775156,6573.994994388261
6.08,0.8664061667492342,6583.3285921085535
6.09,0.8658513592850104,6592.344947551145
6.1,0.86543854358642,6601.590960257299
6.1,0.8649725690850163,6611.086729228737
6.11,0.8644531278285327,6620.32338057142
6.12,0.8639331324900393,6629.630064622594
6.13,0.8633776289190851,6638.620932652899
6.14,0.8627527904419491,6647.938402508591
6.15,0.8620220080042944,6657.110136993406
6.16,0.8613855771178559,6666.475770158663
6.17,0.8608258629123386,6675.605133805981
6.18,0.8601449407652436,6684.374136231795
6.19,0.8595665739244451,6693.40120513393
6.2,0.8589554101793601,6702.613316621049
6.21,0.8583766501773301,6711.646913773287
6.22,0.8578283469184945,6720.433358123707
